Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Immortal,https://www.crunchbase.com/organization/immortal,"Immortal is building the next generation Cloud platform for large enterprises and Fortune 500 corporations. Headquartered in Palo Alto, the company is currently in stealth mode. In addition to the former Chief Architects of some of the most powerful engineering systems across the planet, Immortal’s founding team has a Fortune 10 CIO, a Fortune 100 CIO, a Federal CIO, and a Fortune 100 CMO.","Artificial Intelligence, Cloud Computing, Enterprise Applications, Enterprise Software, Internet of Things",https://immortal.earth,"Palo Alto, California, United States",Immortal is building the next generation Cloud platform for large enterprises and Fortune 500 corporations.,"159,994",,,,,,,,,,,,,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2022-01-01,year,1,,Abraham King,,,,,
Mode2,https://www.crunchbase.com/organization/mode2,"Mode2 is an expert AWS partner focused on helping companies build new cloud native applications, and modernize existing software to serverless and cloud native architectures.","Cloud Computing, Cloud Management, Enterprise Applications, Internet of Things, Mobile Apps, Software Engineering",https://www.mode2.com,"Santa Barbara, California, United States",Cloud native application development,"160,936",,,,,,,,,,,,,"West Coast, Western US",Active,2017-09-05,day,1,1-10,Simon Plant,,,,,
Abbey Labs,https://www.crunchbase.com/organization/abbey-labs,"At Abbey Labs, we’re building a new data platform focused exclusively on identity security. In a Zero Trust world, identity is the new perimeter, but the facts about these identities are fragmented across an organization. Our Identity Data Mesh empowers your IT, Security, and Compliance Teams to generate insights and build workflows on top of a single data platform. Our first use case focuses on entitlement management and helping organizations answer a challenging question: who has access to what?","Analytics, Cloud Computing, Compliance, Cyber Security, Identity Management, Software",https://abbey.so,"San Francisco, California, United States",We deliver peace of mind in a fragmented identity ecosystem through our Identity Data Mesh.,"166,166",,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US",Active,2022-01-01,year,2,1-10,"Arvil Nagpal, Jeff Chao",,,,,
CareBand,https://www.crunchbase.com/organization/careband,"CareBand is dedicated to improving the quality of life and standard of care of people living with dementia. The solution is a wearable device that monitors activity and location. With the integration of machine learning technology caregivers can proactively manage neuropsychiatric symptoms such as wandering, agitation, and apathy through non-pharmacological interventions. The LEAP Platform enables indoor and outdoor location tracking, customized alerts per person, and event monitoring. Individualized pattern recognition, called Insight AI, is in development to power the system to understand bathroom utilization, fall risk, and other early changes in condition. With CareBand, people living with dementia can stay safe, function at their highest level of independence, and avoid unnecessary hospitalizations while caregivers have peace of mind.","Assisted Living, Cloud Computing, Health Care, Internet of Things, Machine Learning, Wearables",https://www.carebandremembers.com,"Chicago, Illinois, United States",Wearable technology for seniors living with dementia,"166,483",,,,,,,,,,,,,"Greater Chicago Area, Great Lakes, Midwestern US",Active,2016-06-10,day,1,1-10,Adam Sobol,,,,,
Continuous Delivery Foundation (CDF),https://www.crunchbase.com/organization/continuous-delivery-foundation-cdf,"The Continuous Delivery Foundation (CDF) serves as the vendor-neutral home of many of the fastest-growing projects for continuous delivery, including Jenkins, Jenkins X, Spinnaker, and Tekton. CDF supports DevOps practitioners with an open model, training, industry guidelines, and a portability focus.","Cloud Computing, Open Source, Software",https://cd.foundation,"San Francisco, California, United States",A Neutral Home for the Next Generation of Continuous Delivery Collaboration,"169,282",,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US",Active,2019-03-01,month,,1-10,,,,,,
KnoDAX,https://www.crunchbase.com/organization/knodax,"Technology company specializing in software training and professional services in software engineering, cloud, and big data","Big Data, Cloud Computing, E-Learning, EdTech, Professional Services, Software, Software Engineering",https://knodax.com,"Levittown, Pennsylvania, United States","Technology company specializing in software training and professional services in software engineering, cloud, and big data","175,232",,,,,,,,,,,,,"Greater Philadelphia Area, Great Lakes, Northeastern US",Active,2021-06-01,month,1,1-10,SK Singh,,,,,
Appranix,https://www.crunchbase.com/organization/appranix,"Appranix delivers a simple and fully managed cloud application resilience service. With Appranix, cloud applications can achieve much better resilience by completely leveraging cloud platforms' native redundancy and data infrastructure. Appranix's patented technology creates a cloud time machine to deliver any cloud resource recovery at any point-in-time, in any region of the cloud with a single API call or touch of a button. Organizations leverage Appranix platform capabilities for backup and recovery, DR, HADR, cyber resilience, chaos engineering, cloud region syncing, cross-region recovery, or SOC II compliance.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Storage, Information Technology, Software",https://www.appranix.com/,"Boston, Massachusetts, United States",Appranix delivers Cloud Application Resilience with an app-centric all cloud resources backup & recovery and DR,"180,360",,,,,,,,,,,,,"Greater Boston Area, East Coast, New England",Active,2016-12-19,day,1,11-50,Govind Rangasamy,,,,,
ANATOMY_IT,https://www.crunchbase.com/organization/anatomy-it,"ANATOMY_IT provides managed IT services to support, secure, and transform healthcare businesses. ANATOMY_IT offers solutions in cybersecurity, cloud computing, HIPAA compliance, IT consulting, and more. ANATOMY_IT offers access to a team of IT professionals that specialize in all the essential areas of managed IT services.","Cloud Computing, Cyber Security, Health Care, Information Technology",https://www.anatomyit.com,"White Plains, New York, United States","ANATOMY_IT provides managed IT services to support, secure, and transform healthcare businesses.","183,255",,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US",Active,2020-01-01,year,,51-100,,,,,,
Kuberiter Inc,https://www.crunchbase.com/organization/kuberiter-inc,"Kuberiter is an AI based DevOps ecosystem, a SaaS product. The product suite is designed to increase developer productivity and allows faster CI/CD of applications with Jenkins, Docker, Kubernetes and an AI based predictive diagnostics. Cloud Application Builder and Deployer A Jenkins build tool (Continuous Integration and Continuous Delivery - CI/CD) with an array of application templates and integrates with the GitHub. The customer may click on the preferred application template and instantly build their own application to run on various Cloud environments. Cloud Container Builder A Docker Container workflow (Continuous Deployment - CD) that containerize an application with with a base image by a few clicks.  Cloud Container Orchestration A Kubernetes (K8S) Orchestration system that deploys containers in a massive scale at the Cloud with chosen non-functional factors. Artificial Intelligence A TensorFlow AI dashboard with predictive diagnostics that fetch data from logs and assist the customers to avoid costly errors in the CI/CD process.","Artificial Intelligence, Cloud Computing, Machine Learning, SaaS, Software",http://www.kuberiter.io,"Seattle, Washington, United States","Kuberiter is an AI based devOps ecosystem that offers Kubeline, an SaaS model that enables the user to practice and implement DevOps.","183,968",,,,,,,,,,,,,"Greater Seattle Area, West Coast, Western US",Closed,2017-10-03,day,1,1-10,Lawrence Manickam,,,,,
Refactr,https://www.crunchbase.com/organization/refactr-inc,"Refactr is a Seattle-based DevSecOps startup founded in 2017 by military veterans and industry experts in cloud and cybersecurity. Our mission is to accelerate adoption of DevSecOps by empowering cybersecurity to collaboratively operate at the speed of DevOps. We provide an easy to use DevSecOps automation platform made especially for cybersecurity while also supporting features that are DevOps friendly. Plug into existing DevOps workflows, connect with security tools, and ensure your organization continuously automates in a safe and seamless manner, all without needing to upskill. At Refactr, we innovate to make the world more secure and agile through the next shift of digital transformation into IT-as-Code ™. Request a demo at refactr.it.","Cloud Computing, Cloud Infrastructure, Cloud Security, Enterprise Software, Information Technology, Robotics, SaaS, Software",https://www.refactr.it,"Seattle, Washington, United States",Radically Simple DevSecOps for Cybersecurity. We empower cybersecurity to collaboratively operate at the speed of DevOps.,"183,982",,,,,,,,,,,,,"Greater Seattle Area, West Coast, Western US",Active,2017-11-16,day,3,11-50,"Anthony Rowlands, Korrine Leiter-Fraser, Michael Fraser",,,,,
Zyphra Technologies,https://www.crunchbase.com/organization/zyphra-technologies,,"Artificial Intelligence, Cloud Computing, Hardware, Machine Learning, Software",https://zyphratechnologies.com,"San Francisco, California, United States",Zyphra is a full stack AI company leveraging probabilistic computing for next-gen machine intelligence,"189,870",,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US",Active,2020-01-01,year,1,,Danny Martinelli,,,,,
Forest Park,https://www.crunchbase.com/organization/forest-park,,"Blockchain, Cloud Computing, Cyber Security, Enterprise Software, Financial Services, FinTech, Information Technology, Trading Platform",https://forestparkgroup.com/,"New York, New York, United States","We're building an operating system so that institutional lenders can trade a loan in 1 day, rather than in 21 days.","190,927",,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US",Active,2019-05-01,month,1,1-10,John Doherty,,,,,
FetchyFox,https://www.crunchbase.com/organization/fetchyfox,"FetchyFox is the digital infrastructure and intelligence platform to help public spaces, like airports, improve the customer experience, maximize revenue, and extract insights with AI. We are a passionate team of technologists and innovators on a mission to deliver seamless end-to-end customer experiences of the future. Based in the heart of Silicon Valley, California, the AI company has attracted top industry experts from AI, airports, airlines, and leading organizations around the world to invent the ultimate end-to-end integrated travel experience of the future. As avid adventurers, curious engineers, climbers, martial artists and travelers, ourselves - we are working tirelessly to improve the customer experience for everyone, everywhere.","Analytics, Artificial Intelligence, Big Data, Business Intelligence, Cloud Computing, Cloud Infrastructure, Machine Learning, Mobile, Mobile Payments, Payments",https://www.FetchyFox.com,"Sunnyvale, California, United States","The Digital Marketplace and AI Intelligence Platform for public spaces, like airports.","194,578",,,,,,,,,,,,,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2019-03-01,day,2,11-50,"Cha Li, Christina Apatow",,,,,
NodeWeaver,https://www.crunchbase.com/organization/cloudweavers,"NodeWeaver is an Edge cloud fabric That run any application - VM, containers - autonomously managing any aspect of its operation. Running on any hardware, Pay-as-you-go like public clouds. We can cover the full spectrum of Edge Cloud cases: retail, industrial automation and control, deep learning at the edge, remote offices, retail, law enforcement, transportations... our scalable infrastructure can run from the smallest industrial systems up to the core data center, with a single unifying interface - a real cloud fabric, uniting computing resources everywhere they are. The result of several EU research projects, NodeWeaver is the first platform that can provide transparent virtualization without any management cost.","Cloud Computing, Cloud Management, Computer, Information Technology, Infrastructure, Private Cloud, Software, Virtualization",https://www.nodeweaver.eu,"Boca Raton, Florida, United States","Edge cloud as a service. We run any application, anywhere, without any interruption.","194,805",,,,,,,,,,,,,"Greater Miami Area, East Coast, Southern US",Active,2016-01-29,day,1,1-10,Carlo Daffara,,,,,
IncentiLock,https://www.crunchbase.com/organization/incentilock,,"Cloud Computing, Information Technology",https://incentilock.com,"Chesterfield, Missouri, United States",IncentiLock provides tax incentive management services.,"199,490",,,,,,,,,,,,,Midwestern US,Active,2017-01-01,year,1,1-10,Jane Vancil,,,,,
Subarray,https://www.crunchbase.com/organization/subarray,"Subarray is a technology startup, Gen2 cloud provider, and home of array computing. The startup distributes cloud for distributed teams and companies, turns the existing server into a cloud datacenter, combines server capacity in different geographies with its public capacity into one hybrid cloud, and runs portable cloud apps at LAN speed. Subarray was established in 2017 and is headquartered in New York.","Cloud Computing, Cloud Infrastructure, Cloud Management, IaaS, Software, Virtualization",http://subarray.com,"New York, New York, United States","Subarray is a technology startup, Gen2 cloud provider, and home of array computing.","205,192",,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US",Closed,2017-04-04,day,1,1-10,Alex Potapov,,,,,
Iconic IT,https://www.crunchbase.com/organization/iconic-it,Iconic IT is a privately held company that provides technology support services.,"Cloud Computing, Cyber Security, Information Services, IT Management",http://iconicit.com/,"Dallas, Texas, United States",Iconic IT is a privately held company that provides technical support services.,"208,595",,,,,,,,,,,,,"Dallas/Fort Worth Metroplex, Southern US",Active,2019-01-01,year,1,101-250,Mike Fowler,,,,,
Axis API,https://www.crunchbase.com/organization/axis-api,"Axis API is a service you can build your apps around. The server is used to transfer information between your users. To build a server, one must have to build a server, the hire developers to build your services for him/her. This can take a large amount of time and money. But with Axis API, the company offers  a server on demand. Anyone can create customer APIs without any coding. Using the Axis GUI, she/he can design, save and run customized web services. These API/Web Services are used to power your apps.  ","Cloud Computing, Information Technology, Mobile",https://www.axisapi.com,"Dallas, Texas, United States",Hosted solution for you web services needs. No coding needed. Design API using a GUI Tool.,"212,818",,,,,,,,,,,,,"Dallas/Fort Worth Metroplex, Southern US",Closed,2016-06-30,day,1,1-10,Sukhinder Bindra,,,,,
Octohost,https://www.crunchbase.com/organization/octohost,"Octohost provides next-generation game server hosting using the latest in public cloud VPS technology to offer faster, more secure, and more reliable hosting for gamers in the United States, Canada, United Kingdom, and European Union. The company was founded in 2017 and is based in Seattle, Washington.","Cloud Computing, Gaming",https://www.octohost.net,"Seattle, Washington, United States",Octohost provides next-generation game server hosting using the latest in public cloud VPS technology.,"213,907",,,,,,,,,,,,,"Greater Seattle Area, West Coast, Western US",Active,2017-01-01,year,4,1-10,"Elliot Gluck, Mcklyde Lagnada, Ronin Renaud, Ziz Cheng",,,,,
PayComplete,https://www.crunchbase.com/organization/paycomplete,,"Cloud Computing, Consulting, Information Technology, Internet of Things, Software",https://paycomplete.com/,"Mount Prospect, Illinois, United States",PayComplete is a technology company that offers cloud-based software services for financial transactions and broader payment solutions.,"219,147",,,,,,,,,,,,,"Greater Chicago Area, Great Lakes, Midwestern US",Active,2020-01-01,year,,1001-5000,,,,,,
OVH US,https://www.crunchbase.com/organization/ovh-us,"OVH is an innovative, hyper-scale cloud provider dedicated to delivering best-in-class technical expertise and cost-effective solutions to companies worldwide. From tech-focused entrepreneurial ventures to small and medium businesses to global enterprises, companies of all sizes trust our groundbreaking solutions to drive their growth. Our proprietary global fiber-optic network, green data centers, continuous R&D, end-to-end supply chain management, and expert customer service all attest to the OVH difference. And because we maintain full control of the supply chain, we can provide the best products, with the best performance, at the best value for our customers. See for yourself why OVH is the No. 3 internet hosting company in the world and the preferred cloud provider for millions of customers at www.OVHcloud.com OVH is a long-time partner of VMware, offering solutions based on the Software-Defined Data Center (SDDC) for years, with more than 200,000 VMs from thousands of customers. The 2017 acquisition of VMware's vCloud® Air™, now known as vCloud Air powered by OVH, brings together the best of VMware software with the best of the OVH global service and infrastructure ecosystem, delivering enhanced network performance, workload mobility, and fast, automated provisioning.    ","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Data Center, Software",https://www.ovhcloud.com,"Reston, Virginia, United States","OVH is a global, hyper-scale cloud provider that offers businesses industry-leading performance and value.","230,380",,,,,,,,,,,,,"Washington DC Metro Area, East Coast, Southern US",Active,2017-01-01,year,1,1001-5000,Octave Klaba,,,,,
Gradient,https://www.crunchbase.com/organization/gradient-24f8,,"Cloud Computing, Cloud Security, Cyber Security, Identity Management",http://www.gradient.tech,"Boston, Massachusetts, United States",Gradient is zero-trust infrastructure for the connected world.,"232,014",,,,,,,,,,,,,"Greater Boston Area, East Coast, New England",Active,2018-05-01,day,2,11-50,"Christian Wentz, Tom Hennessey",,,,,
Keibi,https://www.crunchbase.com/organization/keibi-io,"Keibi is a SaaS platform that helps you manage, assess and secure your cloud to give you the power and flexibility to do whatever needs doing — whether you’re a startup, scale-up, or global enterprise. We gather data from multiple sources to develop insights, determine trends, and flag risky configurations across your enterprise utilizing the latest data science techniques and algorithms.   Unlike purpose built security tools, our platform engages Product, Engineering, Operations and Security teams to do better without agents or configuration changes.   This means engineering teams build more secure products from the start, Operational and DevOps teams can get ahead of issues before they become outages, security teams can catch problems before they become security incidents, and product teams can prioritize backlogs better.    We enable all teams to do better on the cloud. We call this cloud enablement.","Cloud Computing, Cloud Management, Cyber Security, Information Technology, SaaS, Software",https://www.keibi.io,"San Francisco, California, United States",Keibi is an enablement platform that helps organization of all sizes to do better on the cloud through data science.,"233,565",,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US",Active,2021-11-11,day,1,11-50,Anil Chandra,,,,,
Qulab,https://www.crunchbase.com/organization/qulab,,"Artificial Intelligence, Chemical, Cloud Computing, Machine Learning, Pharmaceutical, Quantum Computing",http://www.qulab.com/,"Los Angeles, California, United States",Qulab automates molecular drug design by leveraging on the power of artificial intelligence and quantum computers.,"238,908",,,,,,,,,,,,,"Greater Los Angeles Area, West Coast, Western US",Closed,2017-01-01,year,1,1-10,Alireza Shabani,,,,,
Nexus Cognitive,https://www.crunchbase.com/organization/nexus-cognitive,,"Analytics, Business Intelligence, Cloud Computing, Information Technology, Internet of Things, Machine Learning, Software",https://www.nexuscognitive.com,"Addison, Texas, United States",Nexus Cognitive develops data analytics and digital-maturity software.,"243,994",,,,,,,,,,,,,"Dallas/Fort Worth Metroplex, Southern US",Active,2019-01-01,year,,101-250,,,,,,
Constanellis Aerospace,https://www.crunchbase.com/organization/constanellis-aerospace,"Early stage Washington DC based Commercial Space Infrastructure startup seeking to develop commercial lunar based power distribution hardware and services, end to end small satellite solutions and become a provider of space based intelligence gathering solutions. Constanellis is capable of engineering, design, modeling, fabrication, and simulation of space based components and systems. Our cloud based intelligence platform allows for ease of use for the end user and real time collaboration with assets enhanced by edge computing and AI. Our platform provides the reliability and performance demanded by the modern day war fighter across all domains.","Aerospace, Artificial Intelligence, Cloud Computing, Cloud Infrastructure, Communications Infrastructure, Energy Storage, Information Technology, Satellite Communication, Software",http://www.constanellis.com,"Washington, District of Columbia, United States","Space Infrastructure, lunar based power distribution hardware and services, end to end small satellite solutions and defense solutions","247,527",,,,,,,,,,,,,"Washington DC Metro Area, Southern US",Active,2019-07-29,day,,1-10,,,,,,
Cynthia.io,https://www.crunchbase.com/organization/cynthia-io,"Cynthia.io delivers custom Artificial Intelligence solutions, on demand. Our services provide a broad range of intelligence capabilities, from captivating customer experiences to predictive analytics to self-improving infrastructure. We serve businesses and institutions of all sizes across every industry at global scale.","Artificial Intelligence, Cloud Computing, Machine Learning, Software",https://cynthia.io/,"Malibu, California, United States",Cynthia.io delivers custom Artificial Intelligence solutions.,"247,833",,,,,,,,,,,,,"Greater Los Angeles Area, West Coast, Western US",Active,2021-01-01,year,,1-10,,,,,,
Kaiburr,https://www.crunchbase.com/organization/kaiburr,"Kaiburr is an organization that provides state-of-the-art products for deployment orchestration, cloud migration, and adoption with a diligent focus on security and compliance. Kaiburr's focus is on facilitating a rapid go-to-market for business products and solutions by simplifying the processes of product delivery.","Cloud Computing, Cloud Management, Software",https://www.kaiburr.com,"Cambridge, Massachusetts, United States",Kaiburr is a technology organization focused on providing state of the art products that enable deployment orchestration.,"247,856",,,,,,,,,,,,,"Greater Boston Area, East Coast, New England",Active,2016-01-01,year,1,11-50,Hariram Ananthasubramanian,,,,,
SumUp Analytics,https://www.crunchbase.com/organization/sum-up-analytics,"SumUp Analytics advances the way companies use unstructured, text-data. We provide a text analytics platform which enables users to extract key insights in a fast and efficient way. Our technology is trusted by Fortune 100 companies and some of the largest hedge funds in the world.","Analytics, Artificial Intelligence, Cloud Computing, Field-Programmable Gate Array (FPGA), Machine Learning, Natural Language Processing, Software, Text Analytics",https://www.sumup.ai/#/,"San Francisco, California, United States",SumUp helps organizations denoise and understand their text data.,"249,959",,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US",Active,2017-09-01,month,5,11-50,"Alessandro Preziosi, Andrew Godbehere, Emmanuel Vallod, Laurent El Ghaoui, Serge Marquie",,,20544,USD,20544
EnlitenAI,https://www.crunchbase.com/organization/enlitenai,"EnlitenAI is an early stage startup. NeuroLiten is our flagship AI based Product offered on the Cloud as a SaaS subscription. NeuroLiten is aimed at management and treatment of Neurological conditions, with EPILEPSY as our immediate focus. This is because, Epilepsy/Seizures offers ""specificity"" that is required to help build appropriate functionality & features in our platform. This can then easily be modified to expand our business into adjacent market segments for Autism/ADD, behavioral & sleep disorders, Parkinson’s Disease, Alzheimer's and other Neurological conditions. NeuroLiten platform is both scalable and extendable & is being designed as a Connected platform for personalized healthcare for Neurological conditions leveraging AI/data analytics & wearables/IOT. It is mobile and web enabled, both. Our vision is to build an end-to-end platform that creates a novel healthcare delivery system by monitoring patient vital parameters using wearables and leveraging AI/Analytics on context rich data for personalized healthcare.","Analytics, Artificial Intelligence, Cloud Computing, Health Care, Health Insurance, Internet of Things, Machine Learning, Personal Health, SaaS, Wearables",https://www.enlitenai.com,"Tracy, California, United States",Building an AI driven Platform for Neurological conditions aimed at better Management and Treatment of Seizures/Epilepsy,"256,489",,,,,,,,,,,,,"West Coast, Western US",Active,2020-12-08,day,2,1-10,"Himanshu Misra, Navaneeth Seshadri",,,,,
Carbon Cloud,https://www.crunchbase.com/organization/carbon-cloud,"We're a friendly team with over 30 years experience in the IT industry at the cutting edge of technology. We want to use our experiences and skills to make IT better for your business. We'll explain new technologies, we'll help you understand the cloud, but most of all, we'll help make doing business easier.","Cloud Computing, Computer, Cyber Security, Information Services, Information Technology, Infrastructure, IT Infrastructure, Network Hardware, Network Security, Technical Support",https://carboncloud.co.uk,"Green Ridge, Missouri, United States","Cloud Consultancy, Azure, AWS, Google, IT Support, Service Desk, Infrastructure, Storage, Virtualization, Networking, Security, Repair, AV","259,525",,,,,,,,,,,,,Midwestern US,Active,2017-09-01,day,2,1-10,"Tarquin Dunn, Wayne Emerson",,,,,
Amira Labs,https://www.crunchbase.com/organization/amira-labs,"Our mission to catalyze startups with great technology to help solve the world's biggest challenges.  We provide cloud consulting services to startups, corporate ventures, and innovation accelerators.  We believe that with the right combination of technology, operations, and talent... even stagnant companies can transform themselves into industry leaders.","Cloud Computing, Cloud Data Services, Cloud Management, Consulting, Information Technology, SaaS, Small and Medium Businesses, Software, Software Engineering",https://amiralabs.com,"Miami, Florida, United States",The tech startup for startups.,"262,564",,,,,,,,,,,,,"Greater Miami Area, East Coast, Southern US",Active,2021-12-24,day,2,11-50,"Kyle Suess, Stefan Cardenas",,,,,
CloudPareto,https://www.crunchbase.com/organization/cloudpareto,"CloudPareto provides enterprise clients with consulting services in cloud, strategy, design, and cyber security consulting, designed for small companies using cutting-edge technology. Cloud computing is the next step in the evolution of technology. Their architects can help design a safe cloud. Businesses will begin moving their operations to the cloud in landing zones and migration factories.","Cloud Computing, Cyber Security, Information Technology",https://www.cloudpareto.com ,"Arlington, Virginia, United States","CloudPareto specializes in cloud, strategy, design, and cyber security consulting services.","262,949",,,,,,,,,,,,,"Washington DC Metro Area, East Coast, Southern US",Closed,2019-01-01,year,,11-50,,,,,,
KansoCloud,https://www.crunchbase.com/organization/kansocloud,,"Cloud Computing, Information Technology, Software",https://kansocloud.com,"Herdon, Virginia, United States",KansoCloud is a technology consulting and services firm focused entirely on transforming cloud and cloud-native adoption journeys.,"263,868",,,,,,,,,,,,,"East Coast, Southern US",Active,2020-01-01,year,,11-50,,,,,,
NDM Global,https://www.crunchbase.com/organization/ndm-global,"From complex systems integrations to AI powered chatbots, to designing blockchain technologies or complex IoT systems, NDM Global specializes in architecting, developing, deploying and maintaining all your technology needs. With over 30 years of experience we help your business achieve its digital goals for the 21st century. Our team is dedicated to following industry standards and best practices to ensure success of all your projects. In fact, our skilled experts have even written IETF Internet Standards for the IoT used world over. Across the USA, Europe, Brazil and Mexico, our multilingual team is able to provide round-the-clock on-shore and near-shore development and maintenance support to meet all your needs. Our consultants expertly and efficiently architect solutions to complex problems. Contact us to discuss your needs and to start building a dedicated team of experts.","Cloud Computing, Data Integration, Information Technology, Intelligent Systems, Internet, Software",https://www.ndmglobal.com,"Dover, Delaware, United States",A global software product development and professional services organization with expertise in systems integrations.,"267,672",,,,,,,,,,,,,"East Coast, Southern US",Active,2018-06-01,day,2,11-50,"Anuj Sehgal, Jason Kadarusman",,,,,
Skill-Up Technologies,https://www.crunchbase.com/organization/skill-up-technologies,,"Cloud Computing, Education, Information Technology, Professional Services, Software, UX Design",https://skillup.tech,"Bellevue, Washington, United States",Skill-Up Technologies Helping employers better meet the demands of the modern workplace through transformation learning strategies.,"268,369",,,,,,,,,,,,,"Greater Seattle Area, West Coast, Western US",Active,2016-01-01,year,1,51-100,JPS Kohli,,,226889,USD,226889
Wavv,https://www.crunchbase.com/organization/wavv-0be3,"Wavv is a music platform that empowers artists by removing the middleman and connecting to their target audience through AI and blockchain technologies. Its long-term vision is to re-shape music industry through web3, providing head-to-toe services for music creators & their communities, and returning 80% of revenue back to artists. Services include: Audio assets trading & auctions. Easy-to-access publishing. Decentralized royalty distribution. Community economy. Social & targeting audience. Digital & live show promotions.","Cloud Computing, Music, Software",https://wavv.app,"San Francisco, California, United States",A music platform that empowers artists.,"269,246",,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US",Active,2022-02-01,month,3,,"Alex Wu, Ivan Linn, Musasi Hung",,,,,
Lonestar,https://www.crunchbase.com/organization/lonestar-cdcb,,"Cloud Computing, Cloud Data Services, Data Center",https://www.lonestarlunar.com/,"St. Petersburg, Florida, United States",Lonestar to deploy a mini proof-of-concept cloud data center and archival services on the moon.,"269,935",,,,,,,,,,,,,"Tampa Bay Area, East Coast, Southern US",Active,2021-01-01,year,1,1-10,Christopher Stott,,,,,
Pureport,https://www.crunchbase.com/organization/pureport,"Pureport makes cloud connectivity fast, simple, and scalable with innovative hybrid cloud software. Cloud computing shouldn’t be complicated, so their connectivity solutions simplify the process, while amplifying your results and keeping them secure. What the cloud did for storage and computing, Pureport is doing for software defined networks. Pureport’s multi cloud access solution allows you to establish a dedicated network connection between your infrastructure and cloud services including Amazon AWS, Microsoft Azure and Google Cloud.","Cloud Computing, Information Technology, SaaS, Software",http://www.pureport.com,"Raleigh, North Carolina, United States","Pureport makes cloud connectivity fast, simple, and scalable with innovative hybrid cloud software.","277,648",,,,,,,,,,,,,"Research Triangle, East Coast, Southern US",Active,2018-01-01,year,2,11-50,"Matthew Berry, Richard Lee",,,,,
Kodexa,https://www.crunchbase.com/organization/kodexa,Intelligent Document Assistants,"Analytics, Cloud Computing, Cloud Data Services, Machine Learning, Software",https://www.kodexa.com,"Charlotte, North Carolina, United States",Document and Content Automation and Analytics,"278,735",,,,,,,,,,,,,"East Coast, Southern US",Active,2020-03-07,day,4,1-10,"Amadea Dodds, Lecia Pearce, Nigel Cheetham, Philip Dodds",,,,,
Exarr,https://www.crunchbase.com/organization/exarr,Exarr's hardware and software products help build a consumer hosted global decentralised internet platform for web applications and next generation connected devices.,"Blockchain, Cloud Computing, Consumer Electronics, Information Technology, Smart Home, Software",https://www.exarr.io/,"New York, New York, United States",Consumer owned hyper distributed P2P internet infrastructure for cloud computing and IoT,"279,553",,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US",Active,2022-06-01,day,,1-10,,,,,,
harpoon,https://www.crunchbase.com/organization/harpoon,harpoon enables anyone creating a software project to dynamically generate software infrastructure and deploy it to the cloud provider of their choice without writing any code in 10 minutes or less.,"Cloud Computing, Developer Tools, Enterprise Software, SaaS, Software, Virtualization, Web Apps, Web Development",https://harpoon.io,"San Diego, California, United States",harpoon is a No Code Kubernetes platform,"279,599",,,,,,,,,,,,,"Greater San Diego Area, West Coast, Western US",Active,2018-06-21,day,1,1-10,Dominic Holt,,,,,
Radio.Cloud,https://www.crunchbase.com/organization/radio-cloud,We’re radio.cloud — and we’re here to become the premier platform in radio broadcasting. We’re supporting the transformation of the entire radio industry. We’re moving radio into the 21st century by moving operations out of the server room and into the cloud. And we’re achieving this by providing broadcasters with the ultimate smart solution: radio.cloud. it’s just smart --> simple. mobile. agile. radio. technology.,"Broadcasting, Cloud Computing, Information Technology, Internet, Internet Radio, Mobile, SaaS, Software",https://radio.cloud,"New York, New York, United States",SaaS for radio broadcasting,"281,786",,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US",Active,2017-04-01,day,,11-50,,,,,,
