Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
CareerXperts Consulting,https://www.crunchbase.com/organization/careerxperts-consulting,"We are a high impact Talent Search firm based in Bengaluru. We empower our clients with legions of extraordinary people. These clients range from the world’s most respected organizations to the most ingenious Start-ups in the Technology Space. A well-established and long-term relationship with our stakeholders helps us to capture a high pedigree of clients and candidates. Our continued rapid growth is a testament to the certainty our clients experience every day. Founded in 2006, headquartered in Bengaluru, CareerXperts is a team of passionate and bright minds who have a solid understanding of the Global Technology Talent Hiring Ecosystem. Our success is ascribed to the way we run our day to day operations in providing Total Recruitment Solutions. Our Recruitment Analytics Research facility enables our recruiters to perform better and thereby reduces the turnaround time to less than 48 hours on mid/senior search assignments, thus making it one of our core competencies. Our technology strengths and new approaches to client experience management have made us an extended arm to over 120 clients spread across globally in 27 cities.","Big Data, Career Planning, Cloud Management, Consulting, Enterprise Software, Human Resources, Retail Technology",http://careerxperts.com,"Bengaluru, Karnataka, India",We are a high impact Technology Talent Search firm based in Bengaluru. We empower our clients with legions of extraordinary people.,"687,155",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2006-06-01,day,1,11-50,Sanish Singh,,,,,
TopCubit IT Services Private Limited,https://www.crunchbase.com/organization/topcubit-it-services-private-limited,"TopCubit IT services provides custom and platform- based solutions to our clients across the world to large and mid-sized industries like Oil & Gas, Maritime Shipping Companies, Health Care, Real Estate, Finance, Food & Beverages, Energies & Utilities, Fashion, Manufacturing and so on. We help transform your ideas to reality and help solve critical business problem through our software development solutions giving you a competitive edge in the business world. ","Blockchain, Cloud Management, Enterprise Applications, SaaS, Software",https://www.topcubit.com,"Noida, Uttar Pradesh, India","ERP Software, Custom Application Development and SaaS","696,631",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2013-08-16,day,2,11-50,"Sahil Andrews Chand, Sunita Chand",,,,,
Cherrylabs,https://www.crunchbase.com/organization/cherrylabs,,"Cloud Computing, Cloud Data Services, Cloud Management, Consulting, Information Technology, Professional Services",https://cherrylabs.com,"Bengaluru, Karnataka, India",Cherrylabs develops IT solutions that enable businesses to keep up with the dynamic business environment.,"712,804",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2012-01-01,year,,1-10,,,,,,
Transmetrics,https://www.crunchbase.com/organization/transport-erp,"Transmetrics is a logistics company that offers a cloud-based platform that utilizes dashboard, geo-location, and fleet management. Its platform specializes in providing solutions for freight forwarder, transporter, and logistics.","Cloud Management, Cloud Storage, Information Technology, Logistics, Software",https://transmetrics.co.in,"Nagpur, Maharashtra, India",Transmetrics is a logistics company that offers an enterprise cloud based software solution.,"718,578",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,,,,,,,
OfficeCloud,https://www.crunchbase.com/organization/officecloud,"OfficeCloud is an innovation hub that offers workspace and technology infrastructure solutions in India. It was founded in January 2011 and is based in Mumbai, India.","Cloud Management, Developer Platform, Information Technology",http://www.officecloud.in,"Mumbai, Maharashtra, India",OfficeCloud is an innovation hub that offers workspace and technology infrastructure solutions in India.,"725,183",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2011-01-01,day,2,101-250,"Ajay Gupta, Vijay Gupta",,,,,
Meteonic Innovation,https://www.crunchbase.com/organization/meteonic-innovation,"Meteonic Innovation provides software engineering solutions to simplify complex processes across the entire software development lifecycle, and help create secure code with reduced cycle times. In addition, they offer consulting, training, and services related to DevOps and Software Configuration Management.","Cloud Management, Information Services, Information Technology, Software",https://meteonic.com/,"Bangalore, Karnataka, India",Meteonic Innovation offers software development automation and integration solutions.,"736,981",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2006-01-01,year,2,11-50,"Ankur Mehrotra, Vandana Mehrotra",,,,,
nicheBees,https://www.crunchbase.com/organization/nichebees,"Nichebees is a digital transformation service and solutions company helping their customers improve operational efficiency, lower inventory levels, and increase customer responsiveness. With a subsidiary, nichebees work with customers across the They solve challenges related to unstable implementations, redundant customizations, and complex business processes for their Infor customers.","Business Development, Cloud Management, Consulting, Digital Marketing, Enterprise, Enterprise Resource Planning (ERP), Information Technology, Supply Chain Management",https://www.nichebees.com,"Hyderabad, Andhra Pradesh, India",nicheBees provides information technology and services.,"772,238",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2009-01-01,year,,101-250,,,,,,
mycloudportal.in,https://www.crunchbase.com/organization/mycloudportal-in,"open source cloud management. As an enterprise cloud management solution the idea of my cloud portal is to provide a single pane of glass for the user to Consume and Govern any service from any cloud. This cloud management solution can be used as a cloud broker, cloud gateway or a cloud control panel. In its current state it enables users to consume, monitor and manage services from Eucalyptus private cloud & AWS public cloud (Amazon Web Services). It has a hosted version running at mycloudportal.in. The open source can be downloaded from google code.","Cloud Management, Information Technology, Internet, Software",http://mycloudportal.in,"Bangalore, Karnataka, India","mycloudportal.in offers cloud management solutions that can be used as a cloud broker, cloud gateway, or cloud control panel.","840,372",,,,,,,,,,,,,Asia-Pacific (APAC),Closed,2012-01-01,year,1,1-10,Charudath Doddanakatte,,,,,
Glycozen Infotech private Limited,https://www.crunchbase.com/organization/glycozen-infotech-private-limited,We provide IT solutions from a team of professionals with industry experience to implement and manage any project or long-term support requirement.,"Cloud Computing, Cloud Data Services, Cloud Management, Information Technology",https://glycozen.com,"Hyderabad, Andhra Pradesh, India",GlycoZen Infotech provides the best IT services for businesses and startups worldwide.,"849,446",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2021-09-20,day,,11-50,,,,,,
BambeeQ,https://www.crunchbase.com/organization/bambeeq,,"Cloud Management, Information Technology, Software",https://bambeeq.com,"Chennai, Tamil Nadu, India","BambeeQ provides software development, managed IT services, DevOps and cloud migration services.","857,960",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2008-01-01,year,,51-100,,,,,,
Inclotech,https://www.crunchbase.com/organization/inclotech,,"Cloud Computing, Cloud Management, Information Technology",https://www.inclotech.com/,"Pune, Maharashtra, India","Inclotech provides cloud migration, cloud management and cloud consulting services.","866,706",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2017-01-01,day,2,1-10,"Prashant Shah, Saurabh Wavhal",,,,,
Eatlot,https://www.crunchbase.com/organization/eatlot,,"Android, Apps, Cloud Management, Information Technology, iOS",https://www.eatlot.com,"Haryana, Haryana, India","Eatlot is an IT company based in Panchkula working on cloud-based applications, native OS applications, Android / iOS applications.","881,349",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2017-01-01,year,2,,"Paras Mani Sharma, Vivek Sagwal",,,,,
FI-ES Systems Pvt Ltd,https://www.crunchbase.com/organization/fi-es-systems-pvt-ltd,"FI-ES Systems is the leading provider of cloud based business management software in India and Maldives. We create efficient software solutions to manage your business and boost your productivity on a real time basis. Our powerful cloud software solutions specially designed for for Retail, Hotels & Resorts, which facilitate sales, financial/account management, reports & simplifies business operations.  We have more than 20 years of experience in Developing, Customizing and implementing cost effective End to End Software Solutions. Our main software solutions are Cloud ERP Software, Cloud POS Software, and PMS Software. We provide a powerful tool for management to remain on top of the performance parameters of your organization on a real-time basis. Whether you’re looking for fully integrated business management software FI-ES Systems has a cloud solution that’s right for you. With cloud solutions from FI-ES Systems, you can make better decisions, drive faster responses, and gain greater control over your business. Transform your business with FI-ES Cloud Solutions!","Cloud Management, Enterprise Resource Planning (ERP), Point of Sale, Property Management, Software",https://www.fiessystems.com/,"Thiruvananthapuram, Kerala, India",Cloud Business Management Software Provider in India and Maldives,"888,099",,,,,,,,,,,,,Asia-Pacific (APAC),Active,1993-01-01,year,1,11-50,Ziyah Wahab,,,,,
Mera Office,https://www.crunchbase.com/organization/mera-office,,"Cloud Management, Internet",https://meraoffice.in/,"Surat, Gujarat, India","Mera Office is an online cloud-based platform for CA, CFA and CS to manage their office work, team, clients and billing.","898,765",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,,,,,,,
WPinfy,https://www.crunchbase.com/organization/wpinfy,"WPInfy is focused on providing Managed WordPress service powered by Google Cloud with zero fault infrastructure. We're changing the way WordPress works with focus on performance, stability & simplicity together.","Cloud Management, Web Hosting",https://www.wpinfy.com,"Rajkot, Gujarat, India",Managed WordPress,"926,740",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2019-01-28,day,1,1-10,Saurabh Chauhan,,,,,
Koodooo Technologies,https://www.crunchbase.com/organization/koodooo-technologies,,"Cloud Management, Information Technology, Mobile Apps, Software, Web Design, Web Development, Web Hosting",https://koodooo.com,"Pudukkottai, Tamil Nadu, India","Koodooo is a technology company specialized in developing website's, mobile applications and cloud services","946,034",,,,,,,,,,,,,Asia-Pacific (APAC),Closed,2021-10-15,day,1,11-50,Viji Selvam,,,,,
WeCode4u,https://www.crunchbase.com/organization/wecode4u,"WeCode4u builds websites, mobile apps, e-commerce solutions, and digital marketing. Their service like quality development, enterprise mobility, application development, product development, and cloud services. They also provide web and mobile development, devops and test automation, data science, software platforms, and UI/UX design.","Cloud Management, Software, UX Design, Web Development",http://www.wecode4u.com,"Jaipur, Rajasthan, India",WeCode4u is a software development agency.,"946,660",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2007-01-01,year,,11-50,,,,,,
Vivo Collaboration Solutions,https://www.crunchbase.com/organization/vivo-collaboration-solutions,,"Cloud Management, Software, Telecommunications",https://www.vivo.ooo/,"Delhi, Delhi, India",Vivo is a cloud telephony company that provides bespoke cloud services to customers through its OPEX-based cloud platform.,"987,826",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2015-01-01,year,,101-250,,,,,,
American Vassal,https://www.crunchbase.com/organization/american-vassal,,"Artificial Intelligence, Big Data, Business Intelligence, Cloud Management, Internet of Things, Mobile Apps, Professional Services",https://www.americanvassal.com/,"Hyderabad, Andhra Pradesh, India","American Vassal provides automated BI, AI, big data, IoT, data science, cloud data migration, and mobile application solutions.","992,292",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2013-01-01,year,,101-250,,,,,,
Kovid BioAnalytics,https://www.crunchbase.com/organization/kovid-bioanalytics,,"Analytics, Cloud Management, Data Mining, Software, Web Development",https://www.kovidbioanalytics.com,"Pune, Maharashtra, India","Kovid BioAnalytics provides HealthTech, bioinformatics, EdTech, FinTech, data management solutions, and analytics services.","1,001,810",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2013-01-01,month,,11-50,,,,,,
SmartMegh Solutions,https://www.crunchbase.com/organization/smartmegh-solutions,,"Cloud Management, Information Services, Information Technology",http://smartmegh.com,"Chennai, Tamil Nadu, India",SmartMegh is a cloud based enterprise solutions firm involved in providing end to end enterprise solution related service.,"1,015,272",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,2,11-50,"Prabu Balasubramanyan, Venkat Aravamudan",,,,,
XfilesPro,https://www.crunchbase.com/organization/xfilespro,"XfilesPro is a powerful file management and external storage integration solution for Salesforce that allows salesforce clients to cut storage expenses, improve file visibility and collaboration, construct and manage folder hierarchies, transfer massive volumes of files, and much more. Integrate any external cloud or on-premise storage solution with Salesforce to store files externally and improve the in-app file management experience with limitless storage, improved file accessibility, centralised file management, and systematic folder organisation.","Cloud Management, Data Storage, Information Technology",https://xfilespro.com,"Bangalore, Karnataka, India",XfilesPro is a salesforce external file storage and collaboration platform.,"1,017,856",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2013-01-01,year,,51-100,,,,,,
Jetpat Technologies,https://www.crunchbase.com/organization/jetpat-technologies,Jetpat Technologies helps to automate the order processing and supports the pharma value chain members with its applications to form a profitable and well-functioning ecosystem. They offer simple tools to smartly manage the daily business operations.,"B2B, Cloud Management, Pharmaceutical, Software",http://www.jetpat.com,"Chennai, Tamil Nadu, India",Jetpat Technologies provides solution for pharma supply chain to automate sales process.,"1,035,875",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,11-50,,,,,,
Whiz Sales,https://www.crunchbase.com/organization/whiz-sales,,"Cloud Management, CRM, Information Technology, Manufacturing, Software",https://www.ewhizsales.com/,"Nagpur, Maharashtra, India","Whizsales provides cloud-based customer relationship management solutions for education, manufacturing, and distribution industries.","1,036,968",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2011-01-01,year,1,101-250,Nitin Kingaonkar,,,,,
Axxonet,https://www.crunchbase.com/organization/axxonet,,"Analytics, Cloud Management, Consulting, Cyber Security",https://it.axxonet.com,"Bengaluru, Karnataka, India","Axxonet offers firmware development, data analytics, integrate applications, Devops, cyber security, and cloud management services.","1,061,052",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2000-01-01,year,,101-250,,,,,,
MiltonTech,https://www.crunchbase.com/organization/miltontech,"We are trying to build a managed services provider to our clients by helping them grow without worrying about architectural and infrastructure cost hassles so they could focus more on their business and worry less about their costs. Data Migration, Security and AI/ML helpful insights.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Information Technology",,"Hyderabad, Andhra Pradesh, India",Managed service provider with architectural and infrastructure cost hassles so they could focus more on their business.,"1,097,146",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2022-07-10,day,1,1-10,Rohan Reddy Tirumalareddy,,,,,
Sage infotech,https://www.crunchbase.com/organization/sage-infotech,,"Cloud Management, Consulting, Information Technology, Software",https://sageinfotech.com,"Darya Ganj, Delhi, India","Sage infotech offers IT, software development, digital transformation, cloud optimization, and automation solutions.","1,101,074",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2001-01-01,year,,11-50,,,,,,
Bluewings,https://www.crunchbase.com/organization/bluewings,,"Cloud Management, Education, Information Technology, Mobile, Software",https://bluewings.in,"Bangalore, Karnataka, India",Bluewings is a mobile and cloud-based collaboration and management platform for education.,"1,121,261",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,,,,,,,
cloudrobo,https://www.crunchbase.com/organization/cloudrobo-net,"CloudRobo AWS Scheduler schedules your AWS devops tasks like start/stop EC2 instances, backing up EC2 instances, start/stop RDS database instances. The solution is available on AWS marketplace.","Cloud Computing, Cloud Infrastructure, Cloud Management, Information Technology, SaaS, Software",https://cloudrobo.io/,"Bangalore, Karnataka, India",cloudrobo provides cloud cost saving solutions and automates DevOps tasks on AWS.,"1,121,345",,,,,,,,,,,,,Asia-Pacific (APAC),Closed,2017-09-09,day,1,1-10,Viswanath Alikonda,,,,,
BKP365,https://www.crunchbase.com/organization/bkp365,"Looking for Cloud Backup - search no more. India's leading Cloud Storage provider BKP365, gives you control over what you need to store and where. Backup internal or external drives, servers, SQL, VM, NAS, Hypervisor,  and more. Choose the right partner to your success","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Data Storage, Information Technology, Internet, Software",https://www.bkp365.com/,"New Delhi, Delhi, India","BaaS : Cloud Backup Service Provider for Cloud Storage, Backup Restore and Disaster Recovery Services","1,123,696",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2006-09-28,day,,51-100,,,,,,
Nubetor Technologies,https://www.crunchbase.com/organization/nubetor-technologies,"Nubetor is an enterprise class cloud consulting company. We are here to change the face of consulting services industry by focusing on agile practices, bleeding edge technology tools, outcome based SLAs and more importantly, fair pricing. Our consulting team can help you implement, migrate and optimize your applications in cloud. We also help you build Big Data analytics platform to enable you extract more value from your data. Nubetor team has expertise in 3 leading cloud platforms – AWS, Azure and Google Cloud Apart from that, we are here to automate your infrastructure, deployments and other regular manual tasks with DevOps tools.","Cloud Infrastructure, Cloud Management, Industrial Automation, Software",http://www.nubetor.com,"Goregaon, Maharashtra, India","Cloud, DevOps, Infrastructure as a code, Automation, Continuous Integration Continuous Deployment","1,163,746",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-05-26,day,,1-10,,,,,,
Sollogics Software Technologies,https://www.crunchbase.com/organization/sollogics-software-technologies,,"Cloud Management, Enterprise Software, Mobile Apps, Software, Web Apps",https://sollogics.com/,"Noida, Uttar Pradesh, India","Sollogics Software Technologies specializes in cloud, enterprise software, web apps, mobile apps development, and software testing services.","1,166,196",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2010-01-01,year,,,,,,,,
Centre for Advanced Information Systems and Computing,https://www.crunchbase.com/organization/caisc,"Centre for Advanced Information Systems and Computing (CAISC) is among the fastest growing companies in Indian web hosting industry. Our team is composed of web developers and systems administrators with years of experience, headed by extremely talented professionals. We are committed to providing the best web hosting solution in Indian market and overseas. Since 2008 CAISC has worked hard to provide exceptional service to clients who demand a personal level of attention and reliable web hosting services. We don’t just sell web hosting — we enter a relationship with each and every client to ensure the best hosting experience. After all, that’s how we got our start and we truly know of no other way. We specialize in providing web hosting solution for all types of websites. Irrespective of whether you have a brand new blog, a high traffic website or if you own an eCommerce website, CAISC has just the right solution for you! CAISC offers a broad range of services, such as Shared Hosting, cPanel Reseller Hosting, Dedicated Server, VPS Server, Cloud Server, SSL Certificates, Domain Name Registration, Website Development, Server Administration & Security and much more.","Cloud Data Services, Cloud Management, Data Center, Data Storage, Information Technology, Internet, Web Design, Web Development, Web Hosting",https://www.caisc.co.in/,"Lucknow, Uttar Pradesh, India","CAISC is a India based hosting provider specializing in Web Hosting, Reseller Hosting, VPS Hosting and Domain Name Registration.","1,166,967",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2008-07-01,day,,1-10,,,,,,
Skypro Technologies,https://www.crunchbase.com/organization/skypro-technologies,,"Cloud Management, Information Technology, Software, Web Apps",https://skyprotechnologies.com,"Bengaluru, Karnataka, India","Skypro Technologies specializes in IT infrastructure, app development, cloud solutions, and staffing.","1,175,999",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2011-01-01,year,,1001-5000,,,,,,
Calport Technologies,https://www.crunchbase.com/organization/calport-technologies,"Calport is an internet services company: we are not just a website design or mobile app development company. We are not like the many Wordpress shops which produces beautiful websites.  From inception we have positioned ourselves as a provider of internet services - and remained true to this event at the height of the dotcom boom of the '90s, when everyone was making millions of developing portals and selling websites. At Calport we focus on developing our own in-house platforms for a wide range of solutions such as digital marketing, web analytics, monetization and web hosting, among others. This gives us an edge over those of our competitors who resell the services of others or limit the benefit that they are able to provide to their clients to whatever IT is ready-made and available off-the-shelf. Our clients benefit by using our robust and functional solutions which we freely customize to meet the requirements and upon which our client's business processes run without the compromise of being force-fit into a 'one size fits all' solution.","Cloud Management, Digital Marketing, Information Technology, Internet, Marketing Automation, Mobile Apps, Software, Web Design, Web Hosting",https://www.calport.com,"Kolkata, West Bengal, India",Professional Internet Services,"1,196,030",,,,,,,,,,,,,Asia-Pacific (APAC),Active,1995-01-16,day,,1-10,,,,,,
Zayn Technology,https://www.crunchbase.com/organization/zayntechnology,,"Cloud Management, Cloud Security, Cyber Security, Information and Communications Technology (ICT), Information Services, Information Technology, Internet, IT Management, Marketing, Network Security",https://zayntechnology.com/,"Bengaluru, Karnataka, India",Zayn Technology is an Indian technology company.,"1,210,221",,,,,,,,,,,,,Asia-Pacific (APAC),Closed,2020-01-01,year,1,101-250,Arshad Zaynuddin,,,,,
ANALOG INNOVATION PRIVATE LIMITED,https://www.crunchbase.com/organization/analog-innovation,,"Cloud Computing, Cloud Data Services, Cloud Management, Cloud Security, Cloud Storage, Information Technology",https://koinfit.com,"Rajkot, Gujarat, India",THE DIGITAL PEOPLE,"1,239,787",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-08-02,day,1,11-50,MAULIK MANDALI,,,,,
Oroprise Solutions,https://www.crunchbase.com/organization/oroprise-solutions,,"Analytics, Big Data, Cloud Management, Consulting, Professional Services",https://oroprise.com/,"Noida, Uttar Pradesh, India","Oroprise Solutions offers big data, analytics, business consulting, cloud management, digital transformation, and application services.","1,269,324",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2014-01-01,year,1,101-250,Biswapriya Mukherjee,,,,,
Amazecodes Solutions,https://www.crunchbase.com/organization/amazecodes-solutions,"Amazecodes Solutions believe that having an agile mindset is as important as following the agile methodology. Hence their organisational culture is focused on nurturing a mindset that is open to transparent and clear communication, collaboration, flexibility, exchange of constructive feedback and is adaptability to change.","Cloud Management, Software, Web Development",https://amazecodes.com,"Bangalore, Karnataka, India",Amazecodes Solutions offers industry technology services to transform business needs into IT solutions.,"1,282,329",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2013-01-01,year,,11-50,,,,,,
MMADapps,https://www.crunchbase.com/organization/mmadapps,"MMADapps was founded by a dynamic team, who is passionate to amalgamate innovation with an extreme focus on technology by providing quality services. Along with working on the deliveries for its client, MMAD also focused on developing certain product in-house. Some of the areas in which MMAD has developed products are city e-governance, e-Commerce and FinTech. MMAD focuses on Web; Mobile App Development, Data Analytics and cloud infrastructure. The team of MMAD always stresses on delivering the quality & timely work to its customers. Please get in touch with us at reach@mmadapps.com for more details.","Cloud Computing, Cloud Data Services, Cloud Management, Mobile Payments, Web Apps, Web Development",https://mmadapps.com/,"Bengaluru, Karnataka, India","MMADapps was founded by a dynamic team, who is passionate to amalgamate innovation with an extreme focus on technology. ","1,345,459",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2013-10-21,day,2,51-100,"Gopal Krishna, KAVERI CHAKRABORTY",,,,,
Indian Web Technologies,https://www.crunchbase.com/organization/indian-web-technologies,"Indian Web Technologies is a leading electronic voucher distribution software provider with Omni-channel merchant digital payment solutions and a cloud-based SAAS platform development company that aims to consistently simplify the process of Payments, A secured electronic wallet handles all user-related transactions which makes the system user friendly and secure. Transaction, Merchant Acquisition, and making business simple.","Cloud Management, Information Technology, SaaS, Software",https://www.iwt.in/,"Jaipur, Rajasthan, India",Indian Web Technologies is an electronic voucher distribution software company.,"1,346,813",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2007-01-01,year,,1-10,,,,,,
Platform Tech Solutions,https://www.crunchbase.com/organization/platform-tech-solutions,"Platform Tech Solutions is a group of professionals working on cloud, IoT, and web and mobile solutions. Platform Tech Solutions offers web application development assistance for business and marketing purposes. Also, Platform Tech Solutions provide incubation for NGOs in which it helps to make their digital identity for exposure towards the global Platform/community.","Apps, Cloud Management, Consulting, Information Services, Software, Web Development",https://platformtechs.in,"Chandigarh, Chandigarh, India",Providing Digital solutions for business needs. from maintenance to rapid development.,"1,364,518",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2020-01-09,day,,1-10,,,,,,
EPACTS,https://www.crunchbase.com/organization/epacts,,"Cloud Data Services, Cloud Management, Information Technology",https://www.epacts.in/,"Thane, Maharashtra, India","EPACTS is a consultancy firm that provides enterprise platform, analytics, cloud, and IT security services.","1,370,614",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2015-01-01,year,,11-50,,,,,,
BeamStacks Software,https://www.crunchbase.com/organization/beamstacks-software,,"Cloud Management, Information Services, Information Technology, Software, Web Development",https://www.beamstacks.com/,"Gurgaon, Haryana, India","BeamStacks Software is an IT consulting firm that also provides app development, technology, and managed services.","1,401,833",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2016-01-01,year,,11-50,,,,,,
MobiLake,https://www.crunchbase.com/organization/mobilake,"MobiLake is an application can be general applications or industry-specific applications. Industries include education, finance, science, and healthcare. The customer can upload the spreadsheet to MobiLake account and select the users to create an application.","Apps, Cloud Management, Information Technology, Mobile Apps",https://mobilake.com,"Delhi, Delhi, India",MobiLake is a spreadsheet-based solution to build mobile apps.,"1,432,870",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,,,,,,,
IdealogyLabs Technologies,https://www.crunchbase.com/organization/idealogylabs-technologies,,"Cloud Infrastructure, Cloud Management, Cloud Security, Information Technology, Product Design, Security",http://idealogylabs.com,"Hyderabad, Andhra Pradesh, India",Product Development | Extended Teams | Startup Acceleration | CyberSecurity | Cloud/Mobility Services and Automation,"1,474,966",,,,,,,,,,,,,Asia-Pacific (APAC),Closed,2011-07-01,day,1,11-50,Pankaj Saini,,,,,
Clouds India,https://www.crunchbase.com/organization/clouds-india,Shared Hosting  Cloud VPS  Cloud Servers  Dedicated Server  Email Server  Database Server  SSD Database Server,"Cloud Data Services, Cloud Management, Web Hosting",http://cloudsindia.in/hsupport/cart.php,"Krishnagiri, Tamil Nadu, India",Time to Lead Indian Cloud Market,"1,535,260",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2010-01-01,year,1,1-10,selva murali,,,,,
WonderSoft Multimedia Solutions,https://www.crunchbase.com/organization/wondersoft-multimedia-solutions,,"Cloud Management, Consulting, Digital Marketing, Information Technology, Web Development",http://www.wmsindia.com/,"Pune, Maharashtra, India","WonderSoft Multimedia Solutions is an IT consulting firm that provides digital marketing, cloud management, and web development services.","1,544,099",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,11-50,,,,,,
Ekant Solutions,https://www.crunchbase.com/organization/ekant-solutions,"Ekant Solutions search for intelligence in purpose, modernity in emotion, and harmony in feeling through text and design. They can give customers specific IT solutions thanks to their technical and analytical backgrounds. They offer business intelligence and analytics, cloud development solutions, custom software services, DevOps, and custom enterprise solution services, web design, multimedia presentations, and bespoke application software.","Cloud Management, Software, Web Design",https://ekant.com,"Ghaziabad, Uttar Pradesh, India","Ekant Solutions provides business intelligence, cloud development, and custom software services.","1,565,882",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2003-01-01,year,,11-50,,,,,,
DATA FIRST,https://www.crunchbase.com/organization/data-first,,"Cloud Management, Information Technology, Professional Services",https://www.datafirst.co.in/,"Ahmedabad, Gujarat, India",DATA FIRST managed cloud-based infrastructure & platform solutions.,"1,611,595",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2009-01-01,year,,11-50,,,,,,
Softnik Technologies,https://www.crunchbase.com/organization/softnik-technologies,"Softnik Technologies is a private company specializing in software products for strategic marketing on the Internet and has been in operation since 1999. Softnik Technologies will provide quality software products for Mac OS X and Windows users. Currently, all of their Internet software is dedicated to Windows only.","Cloud Management, Computer, Internet, Software",https://softnik.com/,"Chennai, Tamil Nadu, India",Softnik Technologies provides strategic web-based marketing software.,"1,636,291",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,11-50,,,,,,
WIN HRM Payroll,https://www.crunchbase.com/organization/win-hrm-payroll,,"Cloud Management, Software",http://www.winhrmpayroll.com,"Hyderabad, Andhra Pradesh, India",Win HRM Payroll is providing HRM Solutions and Payroll Solutions across the globe.,"1,687,974",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,,,,,,,
Avertech Services,https://www.crunchbase.com/organization/avertech-services,,"Cloud Management, Consulting, Information Technology",https://www.avertech.in,"Noida, Uttar Pradesh, India","Avertech Services provides cloud consultation, cloud deployment, devops solutions, and cost analysis services.","1,691,833",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2020-01-01,year,,11-50,,,,,,
ADA Lovelace Software,https://www.crunchbase.com/organization/ada-lovelace-software,,"Cloud Management, Information Technology, Software",https://adalovelacesoftware.com/,"Harihar, Karnataka, India","ADA Lovelace Software offers cloud service, data backup and IT support services.","1,761,318",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,,,,,,,
