Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Ortelio Ltd,https://www.crunchbase.com/organization/ortelio-ltd,We are developing cloud enabled applications that give robots intelligence to take over human tasks.,"Artificial Intelligence, Cloud Computing, Cloud Infrastructure, Machine Learning, Robotics, Software",https://noos.cloud,"Coventry, Coventry, United Kingdom","Cloud robotics, cloud AI.","100,918",,,,,,,,,,,,,,Active,2011-10-25,day,1,11-50,Stratos Arampatzis,,,,,
Zimory,https://www.crunchbase.com/organization/zimory,"Founded in 2007, Zimory provides carrier-grade cloud infrastructure management software that allows service providers, enterprises and cloud brokers to fully leverage the power and elasticity of cloud computing. Zimory’s intelligent Cloud Suite simplifies, automates and expedites the creation, launch and management of all types of cloud environments – whether public, private, virtual private or hybrid. Zimory software is also a key enabler of cloud marketplaces for enterprise services, applications and infrastructure. Headquartered in Berlin, Zimory has development centers in Erfurt, Germany and Minsk, Belarus, a subsidiary office in New York City and is expanding its expertise and presence globally.","Cloud Infrastructure, Enterprise Software, IaaS, Information Technology, Software",http://www.zimory.com,"Berlin, Berlin, Germany","Zimory provides carrier-grade cloud infrastructure management software for service providers, enterprises and cloud brokers.","104,155",,,,,,,,,,,,,European Union (EU),Closed,2007-01-01,year,1,51-100,Maximilian Ahrens,,,,,
Senient Systems,https://www.crunchbase.com/organization/senient-systems,"Senient Systems designs a cloud hosting infrastructure platform that provides a design that reduces total cost of ownership or TCO. Its platform offers an intelligent management system (IMS) application that helps users get real-time streaming metrics for their total cost measurement.  Martin Lind, Tyler Foster, and Scott Foster founded Overcast Labs on October 14, 2013, which became Senient Systems on December 11, 2015. Its headquarters is in Edinburgh in Scotland in the United Kingdom, with a branch in Boston in Massachusetts in the United States.","Analytics, Cloud Data Services, Cloud Infrastructure, Information Technology, Infrastructure",http://www.senient.com,"Edinburgh, Edinburgh, City of, United Kingdom",Senient Systems provides API-enabled hyperconverged cloud infrastructure optimized for containers and microservices.,"109,943",,,,,,,,,,,,,,Active,2013-01-01,year,3,1-10,"Martin Lind, Scott Foster, Tyler Foster",,,,,
Amivox,https://www.crunchbase.com/organization/amivox,"Amivox delivers SaaS based telecom platforms with focus on SIM and eSIM management.  Amivox delivers RSP service according to the GSMA specification with a cost effective and secure approach.  Our service is perfect for IoT companies, MNO's and MVNO's who like to avoid heavy and complex eSIM and SIM infrastructure investment.   We also offer our unique OpenDP which opens for unique services beyond the traditional telecom space.","Cloud Infrastructure, Information Technology, Internet, Internet of Things, Mobile, SaaS, Software",http://www.gsmota.com,"Kópavogur, Gullbringusysla, Iceland","Amivox develops and offers services based on Mobile platforms running on the cloud.  RSP service based on SMSR, SMDP, SMDP+ , SIM OTA.","113,210",,,,,,,,,,,,,"Nordic Countries, Scandinavia",Active,2007-01-01,year,3,1-10,"Arnar Gestsson, Arni Hauksson, Birkir Marteinsson",2,,,,
Genezix,https://www.crunchbase.com/organization/genezix,"Genezix is a one-stop-shop for Artificial Intelligence (AI) resource platform. It was established in 2018 and is headquartered in Amsterdam, The Netherlands.","Artificial Intelligence, Cloud Infrastructure, Consulting, Machine Learning, Software",https://genezix.com/,"Amsterdam, Noord-Holland, The Netherlands",Genezix is a one-stop-shop for Artificial Intelligence (AI) resource platform.,"118,661",,,,,,,,,,,,,European Union (EU),Active,2018-01-01,year,1,11-50,Alex Alexeev,,,,,
Spechy,https://www.crunchbase.com/organization/spechy,"Spechy provides live support, email, phone, video call, and social media communication channels services. The company was founded in 2016 and is headquartered in Istanbul, Turkey.","Call Center, Cloud Infrastructure, CRM, Unified Communications",https://www.spechy.com/,"Istanbul, Istanbul, Turkey","Spechy provides live support, email, phone, video call, and social media communication channels services.","119,632",,,,,,,,,,,,,,Active,2016-01-01,day,1,11-50,Metin Ögetürk,,,,,
Endeit Capital,https://www.crunchbase.com/organization/endeit-capital,"Endeit Capital is a growth capital investment firm with offices in Amsterdam (NL), Hamburg (DE) and Stockholm (SWE). They provide mid/later stage growth capital typically between €7m - €15m to European scale-ups. Our areas of investment include digital media & marketing tech, marketplaces, BtB/BtC commerce & enterprise cloud services. The latest Fund III represents €255m.","Cloud Infrastructure, Digital Media, Enterprise Software, Financial Services, Information Technology, Local Advertising, Mobile, Video Advertising",http://www.endeit.com,"Amsterdam, Noord-Holland, The Netherlands",Endeit Capital is a growth capital firm fueling internationalization and innovation.,"126,647",,,,,,,,,,,,,European Union (EU),Active,2006-01-01,year,1,11-50,Hubert Deitmers,,,,,
HakunaCloud,https://www.crunchbase.com/organization/hakunacloud,,"Cloud Infrastructure, IaaS, PaaS",https://hakuna.cloud,"Roma, Lazio, Italy",Docker in the clouds! A managed container-as-a-service platform with a fair pricing model,"133,798",,,,,,,,,,,,,European Union (EU),Active,2018-05-10,day,2,1-10,"Giorgio Catenacci, Tommaso Doninelli",,,,,
Callao,https://www.crunchbase.com/organization/callao,"Callao is the global fintech enabler. We process transactions and aggregate new generation services, integrating traditional financial services and embedded finance, while revolutionizing the global fintech landscape through a unique platform that allows financial and non-financial companies to digitize.","B2B, Banking, Cloud Data Services, Cloud Infrastructure, Financial Services, FinTech, Small and Medium Businesses",https://callao.io ,"London, England, United Kingdom",Callao is the global fintech enabler.,"141,030",,,,,,,,,,,,,,Active,2016-01-01,year,2,101-250,"Federico Nano, Guillermo Zajic",,,,,
TiNC Works!,https://www.crunchbase.com/organization/tinc-works,"The TiNC Works! system measures the health of your network using sensors in key positions on your network, and analyzes and displays health statistics in a SAAS portal. Identify bottlenecks and other (potential) performance issues, run remote diagnostics and stress tests, the only upgrade those parts of the network where it counts. Hidden bottlenecks affect productivity and sales, and common network monitoring tools are oblivious to these kinds of issues. TiNC Works! adds new insights, and speeds up the discovery and mitigation process.","Application Performance Management, Cloud Computing, Cloud Infrastructure, Enterprise Software, Industrial Automation, Internet, Network Security, SaaS, Software, Virtualization",http://www.tinc.works,"The Hague, Zuid-Holland, The Netherlands",Determine and manage the health of your network - even if it stretches into the cloud... ,"143,965",,,,,,,,,,,,,European Union (EU),Active,2016-12-09,day,1,11-50,Jeroen Tirion,,,,,
Cudo Ventures,https://www.crunchbase.com/organization/cudo-ventures,"Cudo is the global leader in providing monetization applications for users around the world.  Cudo has created one of the worlds largest infrastructure platforms, managing millions of devices across the cloud compute and blockchain space.  Live in over 145 countries, Cudo makes better use of the worlds computing capacity.  Every day, our platforms deliver value to our users that boost revenues, increase margins and enable rapid responses to changing market dynamics and volatility.","Blockchain, Cloud Computing, Cloud Infrastructure, Cloud Management, Cryptocurrency, Internet, Mining, Mining Technology, Video Editing, Video Streaming",https://www.cudoventures.com/,"London, England, United Kingdom",Cudo Ventures is a provider of sustainable cloud computing and Tech4Good monetisation software live in over 145 countries.,"153,437",,,,,,,,,,,,,,Active,2017-11-01,month,1,11-50,Matt Hawkins,,,,,
Vuzion,https://www.crunchbase.com/organization/vuzion,"Vuzion is a value-add cloud distributor and Microsoft CSP Indirect partner. The company helps cloud resellers, MSPs, SIs, and ISVs develop a sustainable, profitable, business model. It provides hand-picked cloud solutions through its unique partner ecosystem, backed by technical skills enablement, professional, and go-to-market services, to guarantee the best possible foundation for helping partners build and develop a future-proof business. Vuzion was founded on 2016 and is headquartered in Fareham, United Kingdom.","Cloud Data Services, Cloud Infrastructure, Information Technology, Software",https://vuzion.cloud/,"Fareham, Hampshire, United Kingdom",Vuzion is a value-add cloud distributor and Microsoft CSP Indirect partner.,"163,346",,,,,,,,,,,,,,Active,2016-01-01,year,,11-50,,,,,,
Trehane Technology Co.,https://www.crunchbase.com/organization/trehane-technology-co,"Trehane Tech provides full-service, managed cloud and IT solutions in Hampshire and across the south of England. We aim to solve all of your organisation’s IT problems and frustrations by employing cutting edge solutions, optimising your business processes, and enhancing your efficiency. We tailor our services to the needs of each customer in terms of simplicity, scale and budget. We also believe in providing a friendly and personable service, responding quickly to requests – in person - so you can keep doing what you do best.","Cloud Computing, Cloud Infrastructure, Communications Infrastructure, Internet, Internet of Things, IT Infrastructure, IT Management, Private Cloud, Telecommunications, Unified Communications",https://trehanetech.co.uk,"Winchester, Hampshire, United Kingdom",Trehane Tech is a managed IT and Cloud solutions provider based in Hampshire.,"167,038",,,,,,,,,,,,,,Active,2018-07-11,day,1,1-10,Oscar Trehane,,,,,
JustInvesting,https://www.crunchbase.com/organization/justinvesting,"For Professional Investors, JustInvesting offers a new, more efficient, way to invest in and manage a private company portfolio. The company provides a secure, online private equity exchange and online investor tools that allow investment firms and professional investors to move their entire venture investment process online, reducing operating costs and increasing accessibility, transparency and liquidity to the benefit of investors, start-ups, and the whole economy.","Cloud Infrastructure, Finance, Financial Services, FinTech",http://www.justinvesting.com,"Borehamwood, Hertford, United Kingdom",JustInvesting provides online investor tools for venture investing.,"170,646",,,,,,,,,,,,,,Closed,2012-01-01,year,5,11-50,"Byron Woodmansee, James Goodsall, Kaj Siebert, Paul McGuire, Rob Desborough",,,,,
CLX Communications,https://www.crunchbase.com/organization/clx-communications,"CLX Communications is a provider of cloud-based communications services and solutions to enterprises and mobile operators. Mobile communications services from CLX make it possible for enterprises to communicate globally with people swiftly, securely and cost-effectively. CLX’s solutions enable business-critical communication worldwide via mobile messaging services, voice services and video services. CLX has over 600 enterprise customers globally, and over 70 Communications Service Provider customers (of which approximately 60 are mobile operators) that have installed and use CLX’s internally developed software-based communications platform in their businesses.","Cloud Infrastructure, Collaboration, Developer APIs, Enterprise Software, Information Services, Information Technology, Messaging, SMS, Telecommunications",http://www.clxcommunications.com,"Stockholm, Stockholms Lan, Sweden",CLX Communications provides communication services and solutions to enterprises and mobile operators.,"171,131",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Closed,2008-01-01,year,4,251-500,"Johan Hedberg, Kjell Arvidsson, Kristian Männik, Robert Gerstmann",,,4895129,USD,4895129
NTT,https://www.crunchbase.com/organization/ntt,,"Cloud Infrastructure, Cyber Security, Information Technology, Telecommunications",https://hello.global.ntt/,"London, England, United Kingdom","NTT is an IT firm that specializes in telecommunication, cybersecurity, cloud, ICT, research & development services..","177,788",,,,,,,,,,,,,,Active,2019-01-01,year,,10001+,,,,,,
Security CTRL,https://www.crunchbase.com/organization/securityctrl,"We are democratising cyber security, making it accessible to any size of business, not just large corporates.","Cloud Infrastructure, Cyber Security, Security, Software",https://www.securityctrl.com/,"Edinburgh, Edinburgh, City of, United Kingdom",Security CTRL offers cyber security for cloud infrastructures.,"178,132",,,,,,,,,,,,,,Active,2017-01-01,year,1,1-10,Lukasz Mancewicz,,,,,
Outscale,https://www.crunchbase.com/organization/outscale,Outscale offering Cloud services to companies of all sizes: ranging from startups to multinational.,"Cloud Computing, Cloud Infrastructure, IaaS, Information Technology, PaaS, Software",https://en.outscale.com,"Saint-cloud, Ile-de-France, France",Outscale is at the forefront of Cloud Computing infrastructure services (IaaS),"187,160",,,,,,,,,,,,,European Union (EU),Active,2010-10-10,day,1,101-250,Laurent SEROR,,,,,
Synchronise,https://www.crunchbase.com/organization/synchronise-io-ltd,"Synchronise is the ultimate backend for your applications, software and website. Code faster, safer, better. All the tools that you need to the success of your next software.","Cloud Data Services, Cloud Infrastructure, Cloud Management, SaaS, Software",https://www.synchronise.io,"Aberdeen, Aberdeen City, United Kingdom",Synchronise.IO. is a software company develops backend as a service for software developers.,"188,517",,,,,,,,,,,,,,Closed,2015-06-07,day,1,1-10,Thibaut Rey,20,"23,971",,,
YakCloud,https://www.crunchbase.com/organization/yakcloud,"YakCloud is a cloud-based virtual telephone system and allows entrepreneurs and business owners to add phone numbers, users, phones, voicemail boxes and more with a few clicks.","Cloud Infrastructure, Telecommunications, VoIP",http://yakcloud.io,"London, England, United Kingdom",YakCloud is an cloud-based phone service provider for businesses and individuals.,"213,760",,,,,,,,,,,,,,Active,2015-12-01,month,1,1-10,Felix Schaal,,,,,
Namla,https://www.crunchbase.com/organization/namla,"Namla is a provider of a Cloud Edge Orchestration platform. Its solution combines Distributed Edge Orchestration, Integrated SD-WAN & Multi-Cloud Support. This gives a unique way for companies to securely and automatically deploy Edge infrastructure at scale and have a Cloud Level performance and availability.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, IT Infrastructure, Software",https://namla.cloud/,"Massy, Ile-de-France, France","IaaS, Cloud Edge Orchestration Platform","217,160",,,,,,,,,,,,,European Union (EU),Active,2022-05-05,day,3,11-50,"Imed Allal, Rabah Guedrez, Younes Khadraoui",,,,,
Next Generation Data,https://www.crunchbase.com/organization/next-generation-data,"This 1,450,000 sqft. facility seats on a 50-acre (20 hectares) campus, is currently Europe's largest data centre and offers 270+MW of critical IT load.","Cloud Data Services, Cloud Infrastructure, Data Center, Data Center Automation, Data Storage, Information Technology, IT Infrastructure",https://vantage-dc-cardiff.co.uk/?utm_source=crunchbase&utm_campaign=profile,"Duffryn, Newport, United Kingdom",Next Generation Data is a secure data centre campus that offers customized packages according to businesses' varying needs.,"224,835",,,,,,,,,,,,,,Active,2007-01-01,year,2,101-250,"Nick Razey, Simon Taylor",,,,,
Edda,https://www.crunchbase.com/organization/edda,,"Cloud Infrastructure, Professional Services, Software",https://www.edda.lu/,"Luxembourg, Luxembourg, Luxembourg","Edda specializes in software development, data intelligence, experience design studio, ECM, and cloud infrastructure services.","225,008",,,,,,,,,,,,,European Union (EU),Active,2008-01-01,year,,101-250,,,,,,
Cloud Solutions,https://www.crunchbase.com/organization/cloud-solutions,"Cloud Solutions is a new-era consultancy company who is an accelerator for closing the technology gap through the adoption of AWS Cloud and the leading DevOps practices. Move your business into the future - We can identify the best tools and practices and will customize a package of services that is tailor-made for your goals. Let the transformation begin! Improve how your company uses the AWS Cloud - We design and implement robust, scalable cloud-native solutions that deliver performance, reliability, and cost-efficiency. Maximize your ROI from AWS Cloud & DevOps right now - We can help you define and execute a cloud technology plan to drive business growth, become more agile and innovate faster. Enhance your internal AWS Cloud & DevOps capabilities - With our bespoke, on- or off-site training, we can unlock your organisation’s internal potential and accelerate your business transformation and cloud adoption. Align your cloud spend and performance with your business - Our cost optimization experts will ensure that your cloud spend is productive and efficient, without diminishing your users’ experience. AWS Cloud Consulting​: * Infrastructure Strategy & Design * Infrastructure Optimization * Cost Optimization * Cloud Migration * Disaster Recovery * Serverless * Containerization * Security & Risk * Auto Scaling DevOps Consulting to automate, so you can innovate: * Continuous Planning * Continuous Integration * Continuous Testing * Continuous Delivery * Continuous Monitoring * Infrastructure as Code​ * Infrastructure Automation * Configuration Management * Complex Software Installation AWS Cloud & DevOps Training​: * AWS Cloud Fundamentals * Specific AWS Services * Devops Fundamentals","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Consulting, Private Cloud, Software, Training",https://cloudsltns.com,"Sofia, Grad Sofiya, Bulgaria",Your trusted AWS Cloud & DevOps partner!,"231,464",,,,,,,,,,,,,European Union (EU),Active,2020-03-01,month,,1-10,,,,,,
IoTAL,https://www.crunchbase.com/organization/iotal,"IoTAL provides powerful AI data engineering solutions. In short, we connect, collect and prepare. We power large-scale and complex API, microservices & edge computing projects using the next generation of data architectures. Get in touch to find out more about our innovative enterprise tools.","Artificial Intelligence, Cloud Infrastructure, Cyber Security, Data Integration, IaaS, Machine Learning, Railroad, Real Time, Smart Cities, Software",https://iotal.io,"Berlin, Berlin, Germany",The data engineering company. Turning your big data into valuable information.,"237,449",,,,,,,,,,,,,European Union (EU),Active,2021-01-02,day,1,1-10,Sami Sørensen,,,,,
Peach Technologies Ltd,https://www.crunchbase.com/organization/peach-technologies-ltd,"Welcome to Peach Technologies. Our certified experts understand that the world of business changes continuously and that the complexities of continuous change demand intelligent and adaptive solutions. Peach combines industry, operational and advanced technology skills with relevance to deliver dynamic solutions for customers. We have been providing commercial and government customers with Cloud technologies, IT Support and Security, Superfast Ethernet internet connectivity and Telephony Systems successfully for over 12 years.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Graphic Design, IT Infrastructure, IT Management, SEO, Telecommunications, Unified Communications, UX Design, VoIP, Web Design, Web Development, Web Hosting",https://peachtechnologies.co.uk,"Fareham, Hampshire, United Kingdom","Cloud technologies, IT Support and Security, Super-Fast Ethernet & Internet Connectivity, Telephony Systems, Web Services - Everything Tech!","239,732",,,,,,,,,,,,,,Active,2006-01-01,day,1,51-100,Darren Scott-Healey,,,32171798,USD,32171798
Artbees,https://www.crunchbase.com/organization/artbees,"We are Artbees, one of the UK's leading creative company consists of creatives from a wide variety of backgrounds, we develop intelligent applications that meet specific business challenges for your industry. Our head office located in London, host of the world's largest tech hub. Since 2006, Artbees Limited. has leveraged its software engineering expertise to become a leading global product development, digital platform engineering, and top digital and product design agency. We have established a global reputation through our success in B2B, B2C and B2G. We modernize IT, optimize data architectures, and make everything secure, scalable and orchestrated across public, private and hybrid clouds. We combine years of experience running mission-critical systems with the latest digital innovations to deliver better business outcomes and new levels of performance, competitiveness and experiences for our customers and their stakeholders. There are three fundamental things we concentrate on to deliver this transformation: “people, process, and technology”. We provide, implement and manage your bespoke solution to improve efficiency, accuracy, productivity and results for businesses in a multitude of different industries including manufacturing; retail; publishing; education; healthcare; travel and entertainment and professional services industries. We work with tech corporations on solving complex problems of scale which are sometimes unique to our clients. Our expertise lies in resolving problems, coding, algorithms, complexity analysis, and large-scale custom design. As an advanced Google Cloud Partner, we help clients developing digital solutions that enable their companies with the benefits of AI, ML and Cloud Technology. Artbees works in collaboration with its clients to deliver next-gen solutions that turn complicated business challenges into real business results.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Storage, Information Technology, Private Cloud, Software, Software Engineering",https://artbees.co.uk,"London, England, United Kingdom",UK's leading creative company who develops intelligent applications that meet specific business challenges.,"244,406",,,,,,,,,,,,,,Active,2016-12-08,day,1,11-50,Inan Onder Guden,,,,,
VN Video Notion GmbH,https://www.crunchbase.com/organization/vn-video-notion-gmbh,"VN Video Notion GmbH was founded in 2012 by Wolfgang Laier and Stefan Dudzinski-Lange. As a ""first mover"", VideoNotion has developed a system-independent and innovative technology for interactive and personalized videos. VideoNotion is the world's first provider to implement a secure Video Experience Platform (VXP) that integrates all data, processes, and applications into a holistic, integrated portal approach, enabling the implementation of digital business models based on interactive motion pictures. The founders accompanied the topic ""interactive video"" since the beginning of the research by the Fraunhofer Society and were also involved in the first market trials. Thus, the founders recognized early on the technological possibilities of interactive motion picture, from which then the idea of VideoNotion emerged in 2012. Based on several years of work by the founding team, a ""Disruptive Technology"" platform has been created, which sets completely new standards in the field of video systems and is able to open up a large market potential that has not been adequately targeted at above-average growth rates. In particular, the core product has now been developed for market readiness and initial sales not only prove the proof of concept, but also the enormous international potential of VideoNotion technology for the B2B as well as the B2C market.","Cloud Infrastructure, E-Learning, Electronics, Information Technology, PaaS, Social Media, Software, Video Editing, Video on Demand, Video Streaming",http://www.videonotion.com/,"Schwetzingen, Baden-Wurttemberg, Germany",VideoNotion is a complete and secure Video Experience Platform for interactive and personalized videos to build digital business models..,"264,057",,,,,,,,,,,,,European Union (EU),Active,2012-08-04,day,,11-50,,,,,,
Ciptex,https://www.crunchbase.com/organization/ciptex,,"Cloud Infrastructure, Information Technology, Telecommunications, VoIP",https://www.ciptex.com,"Manchester, Manchester, United Kingdom",Ciptex provides customized cloud technology platforms to deliver innovative contact centre and telephony solutions for organizations.,"266,649",,,,,,,,,,,,,,Active,2006-01-01,year,,11-50,,,,,,
Bizdirect,https://www.crunchbase.com/organization/bizdirect,"Bizdirect SA, a technology company, offers commercialization of information technology (IT) solutions, consulting and management of corporate software licensing contracts, and integration of Microsoft solutions. It offers on premise and cloud-based Microsoft Dynamics customer relationship management (CRM) solutions to meet various business needs, as well as mobile CRM applications and platforms that allow users to manage their customer relationships on their mobile devices, and tools that integrate data and reporting from social media into CRM application.","Cloud Infrastructure, Consulting, Information Technology, Service Industry",http://www.bizdirect.pt,"Lisboa, Lisboa, Portugal",Bizdirect provides IT solutions to consultancy.,"274,745",,,,,,,,,,,,,European Union (EU),Active,2000-01-01,year,,51-100,,,,,,
Graph Digital,https://www.crunchbase.com/organization/graph-3,,"Brand Marketing, Cloud Infrastructure, Consulting, Digital Marketing, Enterprise Software, Mobile Apps, Software Engineering, Video on Demand",https://graph.digital,"London, England, United Kingdom",Graph is a digital transformation partner where design and innovation meet engineering scale.,"287,330",,,,,,,,,,,,,,Active,2006-10-01,day,1,11-50,Stefan Finch,,,,,
CCE,https://www.crunchbase.com/organization/cce,"CCE is one of the UK’s leading independent IT companies providing IT Infrastructure, Cloud and Managed Print Solutions to improve your productivity. We deliver: IT Design & Consultancy IT Infrastructure installation Private Cloud, ISP & Data Centres Flexible support packages 24/7/365 UK based service desk UK & European Coverage Cost saving Managed Print Services CCE has the resources & expertise to manage all your IT needs, or simply boost your in-house team when required. Our IT solutions & flexible support packages enable better workflow for your organisation.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Information Technology, IT Infrastructure, IT Management",https://cce.co.uk,"London, England, United Kingdom","Managed Service Provider based in the UK.  Cloud, ISP, Managed Print Services, Service Desk, Hardware Support & Networking & IT consultancy.","288,734",,,,,,,,,,,,,,Active,1979-02-01,month,,101-250,,,,,,
Firemind,https://www.crunchbase.com/organization/firemind,"Firemind is a digital engineering consultancy specialising in managing data, analytics, artificial intelligence/machine learning (AI/ML) and accelerating innovation. Leveraging deep technical expertise, agile methodologies and data-driven intelligence to modernisation. Our customer centric engagement and managed services framework deliver enhancements to any part of the digital lifecycle. The company, headquartered in Kent (United Kingdom), is an AWS Advanced Consulting Partner and ISO 27001 certified organisation. Want to leverage the cloud for innovation, cost optimisation and efficiency? We would be privileged to support you on the journey.","Artificial Intelligence, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Consulting, Machine Learning, Mobile Apps, Web Development",https://www.firemind.io,"Kent, Kent, United Kingdom","AWS Advanced Partner specialising in professional cloud services, AWS strategy, data focused projects and AI/ML innovation.","289,592",,,,,,,,,,,,,,Active,2018-01-01,day,2,11-50,"Ahmed Nuaman, Charlie Hudson",,,,,
Telecom Luxembourg International,https://www.crunchbase.com/organization/telecom-luxembourg-international,,"Cloud Infrastructure, Data Center, Internet, Internet of Things, Satellite Communication, Telecommunications, Web Hosting, Wired Telecommunications, Wireless",https://www.telecomluxembourg.com,"Luxembourg, Luxembourg, Luxembourg","Telecom Luxembourg International is a provider of Internet and managed networks, SD-WAN, cloud, and datacenter connectivity solutions.","310,898",,,,,,,,,,,,,European Union (EU),Active,2020-01-04,day,,11-50,,,,,,
Cloudeteer,https://www.crunchbase.com/organization/cloudeteer,,"Cloud Computing, Cloud Infrastructure, IT Management",http://www.cloudeteer.com,"Hamburg, Hamburg, Germany",Cloudeteer is an IT consulting company that specializes in the development and implementation of cloud strategies.,"326,527",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,,11-50,,,,,,
CJC,https://www.crunchbase.com/organization/cjc-017e,"CJC is the leading independent market data technology consultancy and services firm. Their services include IT analytics, commercial management, operational support, cloud, managed service, consultancy, professional services, capital markets, real-time data, cloud solutions, fintech, and more.","Cloud Infrastructure, Consulting, Information Technology",https://cjcit.com/,"London, England, United Kingdom","CJC offers cloud solutions, commercial management, and IT analytics services.","331,829",,,,,,,,,,,,,,Active,1999-01-01,year,1,101-250,Paul Gow,,,3430517,USD,3430517
AirWalk Consulting Ltd,https://www.crunchbase.com/organization/airwalk-consulting-ltd,,"B2B, Cloud Computing, Cloud Infrastructure, Consulting, Information Technology, Small and Medium Businesses",https://airwalkconsulting.com/,"London, England, United Kingdom",Business & IT Change Consultancy,"339,073",,,,,,,,,,,,,,Active,2009-01-01,year,2,51-100,"Ben Walker, Jason Aird",,,,,
GoToAdmins,https://www.crunchbase.com/organization/gotoadmins,,"Cloud Infrastructure, IT Infrastructure, Security",https://gotoadmins.com,"Sofia, Grad Sofiya, Bulgaria","GoToAdmins design, implement, deliver and maintain IT infrastructure architectures, DevOps and cloud infrastructure management.","359,756",,,,,,,,,,,,,European Union (EU),Active,2009-01-01,year,,11-50,,,,,,
Cloudworks,https://www.crunchbase.com/organization/cloudworks,Cloudworks is being developed by the Institute of Educational Technology at The Open University. It is part of the Open University Learning Design Initiative and is funded by both JISC and The Open University. The Cloudworks Vision Statement outlines the aims of the site. The Cloudworks blog gives current information on what we are working on and our plans for the site.,"Cloud Infrastructure, Education, Social Media",http://cloudworks.ac.uk,"Milton Keynes, Milton Keynes, United Kingdom",Cloudworks is being developed by the Institute of Educational Technology at The Open University.,"363,418",,,,,,,,,,,,,,Closed,2011-01-01,day,,1-10,,55,95,,,
RemSoft.Dev,https://www.crunchbase.com/organization/remsoft-dev,"RemSoft.Dev is a software development company that works entirely remotely with its clients and developers. As their developers have worked with companies such as Volvocars, Accenture, Siemens, and others, they can provide advice on the best approaches to complete a project effectively and with excellent quality. Clients will receive complete and dependable feedback on their project, as well as a professional approach to software development. RemSoft.Dev is headquartered in L'vivs'ka Oblast', Ukraine	and was founded in 2016.","Cloud Infrastructure, Desktop Apps, Mobile Apps, Outsourcing, Software, Web Development",https://www.remsoft.dev/,"Lviv, L'vivs'ka Oblast', Ukraine",RemSoft.Dev is a software development company that works entirely remotely with its clients and developers.,"363,434",,,,,,,,,,,,,,Active,2016-01-01,year,2,11-50,"Markiian Podliashetskyi, Oleksandr Dubyna",,,,,
Officina,https://www.crunchbase.com/organization/officina-srl,"Formed in 2015, Officina Srl is an italian software company that provides products to help companies engage people (customer and employees), motivate their action and offer them a better UX powered by gamification. Playoff - Gamification Platform www.getplayoff.com - is a strategic tool for Companies that need to introduce easily Gamification logics in their projects or softwares.","Cloud Infrastructure, Enterprise Software, Gamification, Internet of Things, Mobile Apps, SaaS, Software, Software Engineering",http://www.officina.cc,"Padova, Veneto, Italy",Srl,"373,501",,,,,,,,,,,,,European Union (EU),Active,2015-07-31,day,,11-50,,,,,,
1 Click Services Limited,https://www.crunchbase.com/organization/1-click-services-limited,"As hosted solutions experts the team at 1 Click understand what it takes to deliver a comprehensive service to businesses within myriad industries. It’s a bold claim to state you are the best cloud service in the marketplace, but what we will say is that with over 70 years of experience within our team of Directors, 1 Click has seen it all. From the release of every single Windows and Linux operating system, and every telephone system on the market, we have developed a range of service, from hosted cloud solutions, email solutions and email delivery roadmaps, to website hosting and domain name registration . Our product knowledge and the experience we have within our team has led to a continuous development of our service and the packages that we offer our clients. We understand how to help our customers maximise their business ventures with clever installation of our services and applications, as well as an unparalleled level of customer support. We’ll offer you our specialist knowledge and insight, helping you to choose the correct services that will shape your business in the right possible manner. You’ll be fully informed during the entire process, be told of all requirements and individual aspects of the service you have chosen. You’ll be choosing the best cloud service for your needs.","Cloud Computing, Cloud Infrastructure, Domain Registrar, Web Hosting",https://www.1clickcloud.net,"Oxford, Oxfordshire, United Kingdom",As hosted solutions experts the team at 1 Click understand what it takes to deliver a comprehensive service to businesses.,"374,545",,,,,,,,,,,,,,Active,2008-06-11,day,3,1-10,"Carol Mallen, Luke Bailey, Michael Findlay",,,,,
