Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
IdealogyLabs Technologies,https://www.crunchbase.com/organization/idealogylabs-technologies,,"Cloud Infrastructure, Cloud Management, Cloud Security, Information Technology, Product Design, Security",http://idealogylabs.com,"Hyderabad, Andhra Pradesh, India",Product Development | Extended Teams | Startup Acceleration | CyberSecurity | Cloud/Mobility Services and Automation,"1,474,966",,,,,,,,,,,,,Asia-Pacific (APAC),Closed,2011-07-01,day,1,11-50,Pankaj Saini,,,,,
Seinta,https://www.crunchbase.com/organization/seinta,Seinta has partnered with a number of ISPs across the globe in order to offer unfiltered data transport. They help organizations to adopt the DevOps culture across the Dev & Ops teams by choosing different tools and applications.,"Cloud Infrastructure, Internet, ISP, Network Security, VoIP",https://www.seinta.com,"Bengaluru, Karnataka, India",Seinta is a provider of internet services.,"1,476,588",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2013-01-01,year,,1-10,,,,,,
Etasens Technologies,https://www.crunchbase.com/organization/etasens-technologies,Etasens brings to you a core group of individuals with more than 15+ years of experience in technology and software services. We are determined to help you take your business to the next level by deploying new age solutions to solve your problems. We work collaboratively with businesses to develop successful software products and seamless customer experiences. We encourage our clients to be an active part of developing the I.T. solutions and welcome all queries and suggestions throughout the development life-cycle. About the Company     Initial startup with focus on services.     Seeking to collaborate with established businesses and startups.     Provides wide range of information technology services including architecture and design consulting for enterprise solutions.     Demonstrated success in catering to small to medium scale projects. Why choose Etasens     Founded and backed by SME who have experience of over 15 years each in the IT industry.     Extensive hands on experience and expertise across a spectrum of domain and technologies.     Strong influence skill with history of consistently delivering business results.     High performance culture with ability to take on significant accountability. Domain Expertise     Retail     E-Commerce     Finance     Investment Banking     Retail Banking     Debt Settlement     Advertising     Telecom     Logistics     Security     Healthcare     US Federal Agencies,"Cloud Computing, Cloud Infrastructure, Enterprise Software, Machine Learning, Software, Software Engineering",http://www.etasens.com,"Chandigarh, Chandigarh, India","Etasens is a service based company delivering new age solutions focused on Enterprise Solutions, Cloud Solutions and Machine Learning. ","1,553,510",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-01-01,year,2,1-10,"Geetu Gupta, Kedar Kulkarni",,,,,
Drushti TechNet,https://www.crunchbase.com/organization/drushti-technet,"Drushti Technet offers one of the largest pure-play managed IT cloud & hosting services.  The company offers an internet data center & managed to host services, cloud infrastructure management, managed security, messaging & collaboration solutions, digital marketing, mobile & web solutions, disaster recovery & availability services.  Providing mission-critical hosted applications to 1500+ enterprises across multiple geographies, they have been recognized as one of the top Hosting Service Providers companies with a high reputation among their clients.","Cloud Computing, Cloud Infrastructure, Digital Marketing, Information Technology, Web Hosting",https://www.dinpl.com,"Pune, Maharashtra, India",Drushti Technet offers pure-play managed IT cloud and hosting services.,"1,572,711",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2002-01-01,year,,11-50,,5,,,,
ISPCircle,https://www.crunchbase.com/organization/ispcircle-com,"ISPCircle.com is a globally recognized brand of ICANN Registrar Web Werks India Pvt. Ltd.. We help businesses sell high revenue web infrastructure products through their retail and partner channels. Our Products include Domains, Domain Whois Privacy, Premium Domains, Domains Monetization, Enterprise DNS, Website Security.","Cloud Infrastructure, Cloud Security, Internet",https://ispcircle.com/,"Mumbai, Maharashtra, India",ISPCircle helps businesses sell high revenue web infrastructure products through their retail and partner channels.,"1,582,999",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2013-05-24,day,,11-50,,,,,,
Bien Technologies,https://www.crunchbase.com/organization/bien-technologies,"Bien Technologies - A Microsoft Partner is a young and innovative machine learning and business intelligence software house, located in the heart of India’s national capital, New Delhi. We develop custom solutions for fast-growing companies and work with startups, small and medium-sized enterprises (SME), large companies and non-profit organisations to bring Minimal Viable Products (MVPs) to the market. At Bien, we solve real problems everyday. We’re obsessively passionate about improving the world with technology. Our personalised approach is directed at creating tailored technology experiences that accelerate business growth, galvanise analytics engines and provide unbounded scalability to help you serve millions of customers at once. Our Team With over 20 years of collective experience, our seasoned solution architects are adept at tackling business domain issues and designing result-oriented solutions in a cost-effective way. Our team is constantly innovating with emerging technologies such as cloud, chatbot, artificial intelligence, blockchain, augmented and virtual reality, Internet of Things (IoT) and more. Our specialists span a spectrum of specialities – including web development, creative web design, graphic design, framework development, open source technologies (PHP, .NET Core, CMS) and custom software development. They have deep expertise across domains such as e-commerce, e-learning, health, finance, infra and business analytics and digital marketing.","Cloud Computing, Cloud Infrastructure, Consulting, Information Technology, Machine Learning, Software",https://bientechnologies.com/,"Noida, Uttar Pradesh, India","Bien Technologies - A Microsoft Silver Partner offer cloud services, web app development and mobile app development services.","1,633,351",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2019-08-09,day,,11-50,,,,,,
AMES,https://www.crunchbase.com/organization/ames,"AMES provides cloud infrastructure, hyper-converged infrastructure, cloud migration, flash storage, deduplication storage, network security, cloud security. They design and implement technical solutions for AWS. They provide EMC Storage sizing and implementation.","Cloud Infrastructure, Consulting, Information Technology, Network Security",https://www.amespl.com,"Jaipur, Rajasthan, India",AMES provides IT solutions.,"1,652,680",,,,,,,,,,,,,Asia-Pacific (APAC),Active,1998-01-01,year,,,,,,,,
Digital Interakt,https://www.crunchbase.com/organization/digital-interakt,,"Cloud Infrastructure, Consulting, Social Media Marketing",https://digitalinterakt.com,"Hyderabad, Andhra Pradesh, India","Digital Interakt offers oracle, and social media marketing, data management platform, cloud infrastructure, and consulting services.","1,680,984",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2016-01-01,year,,1-10,,,,,,
Shasta Tek Solutions,https://www.crunchbase.com/organization/shasta-tek-solutions,,"Analytics, Business Intelligence, Cloud Infrastructure, CRM, Software",https://shastatek.com,"Adyar, Tamil Nadu, India","Shasta Tek Solutions offers app development, salesforce, business intelligence, data analytics, cloud, and software development services.","1,689,581",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2010-01-01,year,,51-100,,,,,,
Bompix Mori,https://www.crunchbase.com/organization/bompix-mori,"Bompixmori offers cloud technology, network securities and unified communication, which will give you end to end privacy and security.  They provide services includes Infrastructure management, automation, application development, networks, IOT, DevOps, infrastructure automation, e-commerce services and more.","Cloud Infrastructure, Infrastructure, Network Security",https://www.bompixmori.com,"Bengaluru, Karnataka, India",Bompix Mori provides IT services and solutions.,"1,770,797",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-01-01,year,,11-50,,,,,,
VICLOUD SOLUTIONS PRIVATE LIMITED,https://www.crunchbase.com/organization/vicloud-solutions-private-limited,Vicloud Solutions Private provides training and resource consulting services in the area of different technologies.,"Cloud Infrastructure, Database, Information Technology, IT Infrastructure",https://www.vicloudtech.com,"Bangalore, Karnataka, India",Vicloud Solutions Private provides training and resource consulting services in the area of different technologies.,"1,833,286",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2020-10-21,day,,1-10,,,,,,
Texdora Technologies,https://www.crunchbase.com/organization/texdora-technologies,"Texdora Technologies helps to publish content as books, articles, manuals, and blogs through cloud hosting platforms. They also help to engage with end users by getting real-time feedback backed by analytics and feedback management system.","Cloud Infrastructure, Document Management, Publishing, Real Time, Software",https://www.texdora.com,"Hyderabad, Andhra Pradesh, India",Texdora Technologies is a provider of software services.,"1,849,533",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2010-01-01,year,,1-10,,,,,,
BoxaVox,https://www.crunchbase.com/organization/box-a-vox-unit-of-botree-ventures-pvt-ltd,,"Cloud Infrastructure, Product Design, Software",http://www.boxavox.com,"Delhi, Delhi, India","BoxaVox is a cloud based platform that simplifies the way we conceptualize, design, manage, share, review & deliver stunning presentations","1,868,211",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2015-01-01,year,2,1-10,"Debroto Roy, Dharmendra Ahuja",,,,,
Alstonia Consulting,https://www.crunchbase.com/organization/alstonia-consulting,,"Cloud Infrastructure, Project Management, Technical Support",https://www.alstoniaconsulting.com/,"New Delhi, Delhi, India","Alstonia Consulting is an IT solutions firm specializing in cyber security, cloud infrastructure management, business automation, and more.","1,903,942",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-01-01,year,,251-500,,,,,,
Turiyatree,https://www.crunchbase.com/organization/turiyatree,,"Cloud Infrastructure, EdTech, Information Technology",https://www.turiyatree.com,"Chennai, Tamil Nadu, India","Turiyatree is an IT company that provides infrastructure, cloud, application development, integration, and automation services.","1,934,285",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-01-01,year,,1-10,,,,,,
Infrastructure Republic,https://www.crunchbase.com/organization/infrastructure-republic,InfrastructureRepublic is a globally recognized brand of ICANN Registrar Web Werks India Pvt. Ltd.. We help large businesses offer infrastructure as a service to their customers.,"Cloud Infrastructure, Cloud Security, IaaS, Internet",https://infrastructurerepublic.com/,"Mumbai, Maharashtra, India",InfrastructureRepublic helps large businesses offer infrastructure as a service to their customers.,"1,940,294",,,,,,,,,,,,,Asia-Pacific (APAC),Closed,2013-04-08,day,3,11-50,"Nikhil Rathi, Nishant Rathi, Saurabh Pande",,,,,
Sallira Technologies,https://www.crunchbase.com/organization/sallira-technologies,"Sallira Technologies provides software development and design services, as well as training and mentoring. Additionally, they offer different types of consulting services in addition to UX design and cloud engineering services, which include infrastructure management, software management, and cloud integration. Additionally, they provide responsive website design, iOS and android apps development, and enterprise and government digital solutions.","Cloud Computing, Cloud Infrastructure, Mobile Apps, Software, Web Design",http://sallira.com,"Bengaluru, Karnataka, India",Sallira Technologies is a digital solution provider company.,"2,008,428",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2016-01-01,year,,11-50,,,,,,
inGENIUS Technologies,https://www.crunchbase.com/organization/ingenius-technologies,"inGENIUS Technologies provide professional, solution-oriented managed IT services that are designed to alleviate pressure and demands that organizations encounter. Their services include infrastructure, digital transformation, cloud infrastructure, and consulting.","Cloud Infrastructure, Consulting, Cyber Security, Information Technology",http://www.ingeniusindia.com,"Mumbai, Maharashtra, India","inGENIUS Technologies is an IT company providing digital transformation, consulting services.","2,049,168",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2012-01-01,year,,11-50,,,,,,
FiniBooks,https://www.crunchbase.com/organization/finilite-technologies,,"Cloud Computing, Cloud Infrastructure, Software",https://www.finibooks.com,"Ahmedabad, Gujarat, India",Finibooks is a cloud-based bookkeeping software that combines accounting processes into a single user-friendly system.,"2,127,893",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,,,,,,,
