Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Little Vista,https://www.crunchbase.com/organization/little-vista,Little Vista is a safe and secure centralised portal that allows DayCare managers and teachers to remove the arduous daily activity sheets. Data entry can be carried out on either Tablet Pc's or on smartphones.,"Child Care, Cloud Computing, Information Technology, Software",http://littlevista.ie,"Dublin, Dublin, Ireland",Little Vista is a tablet based childcare tool that simplifies activity recording and eliminates paperwork.,"309,960",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,year,,1-10,,3,847,,,
Jemix,https://www.crunchbase.com/organization/jemix,,"Cloud Computing, Information Technology, IT Infrastructure",http://www.jemix.de,"Hamburg, Hamburg, Germany",Jemix is an apple consultant that offers Mac network solutions to its users and helps in a smooth and systematic IT communication structure.,"312,413",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,day,1,11-50,Jeremias Muller,,,,,
Splan,https://www.crunchbase.com/organization/splan,Splan is a startup that develops software to solve complex planning problems. It mainly develops software for on-call schedules in the medical sector. Splan was founded in January 2014 and is based in Belgium.,"Cloud Computing, Internet of Things, SaaS, Software",http://splan.it,"Ghent, Oost-Vlaanderen, Belgium",Splan is a startup that develops software to solve complex planning problems.,"312,632",,,,,,,,,,,,,European Union (EU),Closed,2014-01-01,day,,1-10,,,,,,
In Cloud Solutions,https://www.crunchbase.com/organization/in-cloud-solutions,In Cloud Solutions is the specialist SAP Business By Design Consultancy and is one of the very few accredited SAP Platinum Partners.,"Cloud Computing, Computer, CRM, Enterprise Resource Planning (ERP), Finance, Information Technology, Project Management, Software, Supply Chain Management",https://www.incloudsolutions.co.uk/,"Reading, Reading, United Kingdom",In Cloud Solutions is the specialist SAP Business By Design Consultancy and is one of the very few accredited SAP Platinum Partners.,"313,540",,,,,,,,,,,,,,Active,2012-01-01,day,,11-50,,,,8652694,USD,8652694
Cloud90,https://www.crunchbase.com/organization/cloud90,"Cloud90 Ltd is headquartered in Ireland and monitors public online domains and social media networks 24/7, 365 days a year, using something much more advanced than just web crawlers or software packages; people. Cloud90 social media agents are the eyes on the conversations that are taking place in your industry, for your products and services. We listen 24/7 to all conversations and filter out the noise to find meaningful, actionable conversations for you to engage with or gain insight from. This provides you with instant, accurate data and business intelligence so you can make informed decisions for your business or client.","Cloud Computing, Internet, Social Media",http://cloud90.ie/,"Dublin, Dublin, Ireland",Cloud90 is a digital monitoring service which provides notifications.,"319,296",,,,,,,,,,,,,European Union (EU),Active,2013-01-17,day,1,11-50,Nicola Byrne,3,,,,
BinDoc,https://www.crunchbase.com/organization/bindoc,,"Cloud Computing, Health Care, Information Technology, Software",https://www.bindoc.de,"Bayreuth, Bayern, Germany",BinDoc provides cloud-based software solutions for healthcare.,"321,471",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,year,3,11-50,"Manuel Heurich, Markus Heider, Sven Seemann",,,,,
myCircle,https://www.crunchbase.com/organization/mycircle,"myCircle is a mobile Apps, Software as a Service and data company, reimagining the traditional payment experience between merchants and consumers, by providing merchants with rich analytics, deep insight and a range of powerful mobile financial app services to help them run their businesses better.    A distinct advantage, myCircle’s reimagined point-of-sale software service has an integrated companion Consumer App (including wallet, loyalty and social sharing features) running on smartPhones, to create a more convenient and personalised merchant and consumer experience.","Cloud Computing, Internet, Mobile Payments, Point of Sale, Retail Technology, SaaS, Software",https://www.mycircleinc.com/index.php,"London, England, United Kingdom",myCircle is a U.K.-based SaaS and data company that provides merchants with analytics and mobile financial app services.,"325,309",,,,,,,,,,,,,,Closed,2012-10-08,day,3,11-50,"David Alstadter, Jane Turner, Maggie Sanchez",1,,,,
OpenBrand,https://www.crunchbase.com/organization/openbrand,"OpenBrand provides a cutting edge cloud platform that has changed the way designers and agencies work and collaborate with their clients. OpenBrand helps to organize all creative resources and related information and makes them available to everyone who needs them. It provides a smart space for all brand’s creative assets in a standardized structure and with simple guidance. These features help to share and organize not only files, but creative works in the form or real items in their natural context. Everything is well organized and always available in one place, including dynamic design guidelines, company strategy and all designs created to promote the company or brand. OpenBrand changes the way the whole creative industry operates and communicates by eliminating the mess of files scattered over various places and therefore allows everyone to focus on creativity instead of looking up resources and doing the same mundane tasks over and over.","Brand Marketing, Cloud Computing, Enterprise Software, SaaS",http://openbrand.com,"Prague, Hlavni mesto Praha, Czech Republic",OpenBrand provides a cloud platform enabling designers and agencies work and collaborate with their clients.,"330,793",,,,,,,,,,,,,European Union (EU),Active,2011-04-26,day,1,1-10,Mirek Burkon,,,,,
StackBlaze,https://www.crunchbase.com/organization/stackblaze,"StackBlaze is a PaaS provider of scalable PHP hosting solutions. StackBlaze differs from from its competitors in the field due to its grid-style network infrastructure and CustomStack feature. StackBlaze removes the need for complex sever configuration by making it simple to create a fully customised stack through a GUI interface. StackBlaze also differs through its zero-configuration GUI approach to database design, be it single instances, replication or clusters.","Cloud Computing, PaaS, Web Hosting",http://www.stackblaze.com,"Hove, Brighton and Hove, United Kingdom",StackBlaze is a platform-as-a-service (PaaS) provider of scalable PHP hosting solutions.,"343,489",,,,,,,,,,,,,,Closed,2011-02-01,day,3,1-10,"Chris Leydon, Colin Hayhurst, James Cunningham",,,,,
Bright Skies GmbH,https://www.crunchbase.com/organization/bright-skies-gmbh,,"Cloud Computing, Information Technology, Software",https://bright-skies.de/,"Hamburg, Hamburg, Germany","Bright Skies is the specialist for Microsoft cloud technologies such as Azure, OMS, Office 365 and Enterprise Mobility & Security.","344,554",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,day,1,51-100,Kim Nis Neuhauss,,,,,
jClarity,https://www.crunchbase.com/organization/jclarity,"Light-weight, intelligent Performance Analysis and Monitoring tools for Java/JVM applications - based on Machine Learning and hosted in the Cloud or in the enterprise. jClarity provides the next generation of light-weight, scalable APM tools to drastically reduce the meantime to solving performance bottlenecks in Java/JVM applications. jClarity tooling is designed for horizontally scaling cloud architectures and resource-constrained virtualized environments. It has self-updating Daemons, a browser-based UI, and has an extremely low impact on underlying O/S and network resources. jClarity also was a founding member of and provided commercial support for AdoptOpenJDK - the world's 2nd most popular OpenJDK (Java) distribution.","Analytics, Application Performance Management, Big Data, Cloud Computing, Information Technology, Machine Learning, Software",http://www.jclarity.com,"London, England, United Kingdom",Java/JVM performance analysis tools and AdoptOpenJDK (Java) commercial Support,"344,596",,,,,,,,,,,,,,Closed,2012-05-05,day,3,1-10,"Ben Evans, Kirk Pepperdine, Martijn Verburg",,,,,
Armakuni,https://www.crunchbase.com/organization/armakuni,"Armakuni is a team of technology consultants and software engineers who specialise in leveraging cloud native and as-a-service enablers to build, deploy and run the highest quality software, faster, with more confidence, less risk and at lower cost.  They seamlessly integrate XP and Test Driven Development, and enterprise-grade, multi-cloud tooling such as Cloud Foundry, to power your continuous delivery pipeline. This fundamentally improves the way you build, deploy and run software, accelerating development velocity, and reducing feedback cycles. They empower there clients to take ideas to production in weeks, not months, acting as change catalysts, accelerating your cloud-native journey and enabling your teams.","Cloud Computing, Cloud Data Services, Consulting, Information Technology, Internet, Software",https://www.armakuni.com/,"London, England, United Kingdom",Cultural transformation through engineering excellence. Armakuni applies battle scarred cloud native engineers to transform teams.,"351,693",,,,,,,,,,,,,,Active,2012-01-01,year,2,11-50,"Ben Dodd, Tim Savage",,,,,
Cratis,https://www.crunchbase.com/organization/cratis,,"Cloud Computing, Information and Communications Technology (ICT), Information Technology, Telecommunications",https://www.cratis.hr/kontakt,"Varazdinske Toplice, Varazdinska, Croatia","Cratis is an IT company that expertise in providing ICT, telecom and cloud services such as managed data centre, network and security.","356,392",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,11-50,,,,,,
doxter,https://www.crunchbase.com/organization/doxter-de,"doxter GmbH operates an internet site that enables users to compare and select doctors and make appointments. The company is based in Berlin, Germany.","Cloud Computing, Cloud Data Services, Health Care, Medical",http://www.doxter.de,"Deutsch, Sachsen, Germany",doxter is an online appointment and review system for physicians in Germany.,"360,188",,,,,,,,,,,,,European Union (EU),Active,2012-05-23,day,,11-50,,,,,,
Sberbank-Technology,https://www.crunchbase.com/organization/sberbank-technology,"Sberbank-Technology is founded in 2011 as a subsidiary of Sberbank. The primary company objective is to maintain the Sberbank IT systems. In the future Sberbank-Technology has plans to extend its services to external market, providing services to third parties and implementing innovation/venture projects supported by Sberbank.","Cloud Computing, Information Services, Information Technology, Software",https://sber-tech.com/,"Moscow, Moscow City, Russian Federation",Sberbank-Technology is a software consulting company to offer job services.,"370,815",,,,,,,,,,,,,,Active,2011-01-01,year,,5001-10000,,,,,,
Appogee,https://www.crunchbase.com/organization/appogee,"Appogee are a Google Apps integration specialist with a Lotus Notes/Domino background. In July 2010 the company rebranded from Netinfo, a company who previously specialised in app development for the Lotus Notes.","Apps, Cloud Computing, Oil and Gas, Software",http://www.Appogee.co.uk,"Bracknell, Bracknell Forest, United Kingdom",WSaaS apps to enhance Google Apps,"372,465",,,,,,,,,,,,,,Active,2010-07-01,day,,1-10,,11,,,,
Loops,https://www.crunchbase.com/organization/loops-ed59,,"Apps, Cloud Computing, Software",http://www.loops.cat,"Barcelona, Catalonia, Spain","Loops is a cloud computing firm that provides IP telephony, web software, applications, infrastructure, outsourcing, & technical support.","374,183",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,day,,11-50,,,,,,
Fusion Global Capital,https://www.crunchbase.com/organization/fusion-global-capital,"Fusion Global Capital is a growth-equity firm investing in b2b technology. At Fusion Global Capital, we combine our operational and investing experience, our global network and a focused strategy to produce superior returns.  We are focused on b2b technology companies, especially in enterprise software, where we see the potential for their products to transform businesses in all sectors, across the world, over the next one to two decades.","Big Data, Business Intelligence, Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Content Delivery Network, Cyber Security, Data Center, Data Mining, Data Visualization, Database, Developer Tools, Enterprise, Enterprise Resource Planning (ERP), Enterprise Software, IaaS, Identity Management, Internet, Internet of Things, Meeting Software, Network Hardware, Network Security, PaaS, Predictive Analytics, Private Cloud, Robotics, Security, Semiconductor, Software, Software Engineering, Venture Capital, Web Apps, Web Hosting, WebOS",https://www.fusionglobalcapital.com,"London, England, United Kingdom",Fusion Global Capital is a growth-equity firm investing in b2b technology.,"379,633",,,,,,,,,,,,,,Active,2011-07-01,day,3,1-10,"Bobby Yerramilli-Rao, Charlie Newark-French, Fiorangelo Salvatorelli",,,,,
Storeden,https://www.crunchbase.com/organization/storeden,,"Apps, Big Data, Cloud Computing, Developer Tools, E-Commerce, E-Commerce Platforms, Enterprise, Enterprise Software, Marketing, Web Development",https://en.storeden.com,"Villorba, Veneto, Italy","Storeden is a cloud-based, omni-channel ecommerce platform ","385,704",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,day,2,11-50,"Francesco D'avella, Massimo Vincenzi",,,,,
amzu,https://www.crunchbase.com/organization/amzu,"Amzu delivers business strategy faster with its unique integration of Agile approach and Amzu Enterprise Architecture. They have begun to redefine how they operate their organization's operations. They provide consultancy on DevOps, Full Stack Development, Big Data, AI, ML and Cloud Computing","Artificial Intelligence, Cloud Computing, Software",https://amzuit.com,"Milton Keynes, Milton Keynes, United Kingdom","amzu provide consultancy on DevOps, Full Stack Development, Big Data, AI, ML and Cloud Computing.","403,618",,,,,,,,,,,,,,Active,2013-01-01,year,,11-50,,,,,,
GPC.solutions,https://www.crunchbase.com/organization/gpc-solutions,,"Cloud Computing, Information Technology, Software, Web Development",http://gpcsolutions.fr,"Pau, Aquitaine, France",GPC Solutions is an IT company that offers cloud solutions and software for the management of IT projects with web technology knowledge.,"405,727",,,,,,,,,,,,,European Union (EU),Active,2010-01-01,day,,1-10,,,,,,
Sanctum Networks,https://www.crunchbase.com/organization/sanctum-technologies,"Sanctum Technologies develops highly disruptive software systems and platforms aimed at the software defined networking (SDN) and cloud computing markets. Its products are based on next generation, high performance, low-energy consumption, multi-core processors from US company Tilera. Sanctum has just released its latest product which is the first NetBSD operating system built for the world’s highest performance/watt multicore processor. Sanctum will also soon be announcing their new SDN-based cloud controller product, Jupiter, built over NetBSD and Tilera’s 36 core processor. Sanctum Technologies is establishing a new development centre in Dundalk, Co. Louth, and is looking to recruit talented engineers to join its existing team of world-class software and multicore systems engineers.","Cloud Computing, Software",http://sanctum-networks.com/,"Louth, Louth, Ireland",Sanctum Networks is a solutions provider of high-performance multi-core processor platforms that support high compute applications.,"410,364",,,,,,,,,,,,,European Union (EU),Active,2011-01-01,year,,11-50,,,,,,
Nexty,https://www.crunchbase.com/organization/nexty,Nexty is a collaborative work platform,"Cloud Computing, Information Technology, Internet, Software",https://nextycloud.com,"Paris, Ile-de-France, France",Nexty is a collaborative work platform,"419,884",,,,,,,,,,,,,European Union (EU),Active,2013-03-09,day,1,11-50,Paul Guillotel,2,,,,
TCP Cloud,https://www.crunchbase.com/organization/tcp-cloud,"tcp cloud deploy innovative IT infrastructure built on the OpenStack, Kubernetes and other open source projects! Just download our tcp cloud Mk.20 release and start manage your infrastructure as a code! We are able to deliver Private Cloud solution focused on any customer requirements built on OpenStack and Kubernetes platform includes analyzing current IT infrastructure solution, creating new IT design combining OpenStack with legacy system and finally implementation of agreed solution. Our target is to keep base mission of OpenStack “to enable any organization regardless of size to create and offer cloud computing services running on standardized hardware"".","Cloud Computing, Information Technology",http://www.tcpcloud.eu/,"Prague, Hlavni mesto Praha, Czech Republic","TCP Cloud is specializes in managed services for OpenStack, OpenContrail and Kubernetes.","425,339",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,11-50,,,,,,
iCede,https://www.crunchbase.com/organization/icede,"iCede is a unique cloud-based solution to help insurance companies transact multinational insurance programmes. This is a part of the market traditionally managed via emails and spreadsheets, and where legacy systems are the norm leading to incompatibility issues and general inefficiency. iCede provides a transaction platform to manage the end-to-end process of placement and management of insurance and reinsurance transactions that occur cross borders. Our MVP system is currently in pilot with a number of insurers, however we wish to push forward with our system development utilising blockchain to manage financial transactions and to create smart contracts to further push the boundaries ","Big Data, Blockchain, Cloud Computing, Financial Services, Insurance, InsurTech, SaaS",https://www.icede.co.uk,"Liverpool, Liverpool, United Kingdom",iCede is a cloud-based service provider for global insurance companies for multinational insurance business. ,"429,482",,,,,,,,,,,,,,Active,2012-09-02,day,1,1-10,Peter Brennen,,,,,
apiOmat,https://www.crunchbase.com/organization/apiomat,"apiOmat offers an enterprise solution for connecting mobile business processes with IT. The combination of API-Gateway, mobile middleware, and mobile app platform enables companies to implement mobile enterprise strategies efficiently.","Android, Apps, Cloud Computing, Enterprise Software, iOS, Software, Web Hosting",http://www.apiomat.com,"Leipzig, Sachsen, Germany",ApiOmat is a software platform that enables organizations to implement digital business processes faster.,"435,562",,,,,,,,,,,,,European Union (EU),Active,2012-01-21,day,5,11-50,"Lutz Kohl, Marcel Etzel, Michael Reiserer, Philipp Michel, Saskia Etzel",,,,,
Psykosoft,https://www.crunchbase.com/organization/psykosoft,"Psykopaint is software which allows users to create amazing paintings with no skills. It works by sampling the colors of an image and applying it automatically to your brush, so you don't need to worry about it and focus on a style you like. Psykopaint could be described as a mix of Corel Painter and Photoshop on LSD, or maybe the first creative entertainment software or a i'm-a-DIY-awesome-artist-in-5-minutes software, but it is so new and cool that we find it ourselves too difficult to describe on our own.","Cloud Computing, Finance, Search Engine, Software, Video Streaming, Web Development",http://www.psykosoft.net,"London, England, United Kingdom",Psykopaint is software enabling users to create paintings with no skills.,"456,237",,,,,,,,,,,,,,Closed,2010-05-01,day,2,1-10,"Mario Klingemann, Mathieu Gosselin",4,,,,
Keboko,https://www.crunchbase.com/organization/keboko,"Keboko is a Cloud Service Provider helping businesses of all sizes to grow faster by migrating their business applications into the Cloud, typically with Google Apps and Salesforce.com. Keboko offers customers four product areas: Keboko Listens: a workshop or series of workshops that help customers to define their business strategy and work processes and assess which applications are appropriate for moving to the Cloud. Keboko Moves: Professional Services to support customers migrating their applications to the Cloud - including requirements gathering, project management and end user training. Keboko Builds: development of custom applications hosted in the Cloud to support new and innovative business processes for clients. Keboko Supports: ongoing proactive support for client administrators and end users freeing up internal IT resource to focus on business growth strategies.","Apps, Cloud Computing, Consulting, CRM, Search Engine",http://www.keboko.com,"Cirencester, Gloucestershire, United Kingdom",Keboko is a cloud service provider that helps businesses of all sizes grow by migrating their business applications into the cloud.,"458,536",,,,,,,,,,,,,,Closed,2010-07-04,day,,1-10,,,,,,
Stackops,https://www.crunchbase.com/organization/stackops,"StackOps develops StackOps Portal and StackOps Chargeback. Portal is a Rich Web User Interface solution that can run on top of any OpenStack-based Cloud as an alternative to Openstack Horizon, providing all the capabilities of the most advanced Cloud Operating System. Chargeback is a tool that implements pure pay-as-you-go billing model on top of any OpenStack deployment. StackOps also owns Cirrusflex, a 100% based OpenStack Cloud Provider offering Hosted Managed OpenStack in their PoP in Madrid and Amsterdam, plus consultancy and training.","Cloud Computing, Cloud Management, IaaS, Infrastructure, Open Source, Software",http://www.stackops.com,"Madrid, Madrid, Spain",Stackops is a technology company that offers an open-source platform providing cloud computing solutions for businesses of all industries.,"458,919",,,,,,,,,,,,,European Union (EU),Closed,2011-03-01,day,3,11-50,"Arturo Suarez, Diego Parrilla, Luis Gervaso",,,,,
Vanquish Tech,https://www.crunchbase.com/organization/vanquish-tech,,"Cloud Computing, Hardware, Information Technology, Software",https://www.vanquishtech.co.uk/,"London, England, United Kingdom","Vanquish Tech is an information technology company that offers IT hardware, software and cloud computing services.","467,109",,,,,,,,,,,,,,Active,2011-01-01,day,,11-50,,,,31935414,USD,31935414
Innovation Works,https://www.crunchbase.com/organization/max-projects,"Innovation Works is an IT services provider specializing in digital media strategies for advertising, mobile & web apps, software and cleantech.","Advertising, Cloud Computing, Hardware, Hospitality, Information Technology, Mobile, Social Media Marketing, Software, Tourism, Travel",http://inovacije.com.hr,"Zagreb, Grad Zagreb, Croatia",Innovation Works is committed to its core values: sustaining high innovation and creativity!,"474,082",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,1-10,,1,"158,653",,,
CETOS,https://www.crunchbase.com/organization/cetos,,"Cloud Computing, Computer, Outsourcing, Software",https://www.cetos.com,"Allschwil, Basel-Landschaft, Switzerland",CETOS is an IT service provider of computer and software management services.,"479,521",,,,,,,,,,,,,,Active,2014-01-01,year,,11-50,,,,,,
Invoice IT,https://www.crunchbase.com/organization/invoice-it,"Invoice IT automates your sales and billing process, and connects your CRM to Finance to give you 100% visibility of your entire business from leads to cash.  Invoice IT extends your CRM functionality by enabling your sales team to formulate complex quotes, calculate profitability, get quotes approved automatically, generate orders and manage renewals.  For the finance team, Invoice IT automates invoice generation, revenue recognition, payment collection and dunning processes.  It can handle any type or mix billing scenario; one-time, milestone, subscriptions, metered usage, promotional bundles.","Billing, Cloud Computing, Enterprise Software, FinTech, Payments, SaaS, Subscription Service",http://www.weinvoiceit.com,"Bracknell, Bracknell Forest, United Kingdom",SaaS Enterprise Billing Solution.,"482,671",,,,,,,,,,,,,,Closed,2011-09-15,day,2,11-50,"Manoj Ganapathy, Richard Goodall",,,,,
MasterCloud,https://www.crunchbase.com/organization/mastercloud,"MasterCloud offers technology, information technologies, ICT, advanced computing, computing, software, ERP, cloud services, servers, hosting, IT services, IT maintenance, application hosting, technology for companies, cloud computing, software development, management application, and technological services.","Cloud Computing, Information Technology, Software, Web Development, Web Hosting",https://www.mastercloud.es,"Martorell, Catalonia, Spain","MasterCloud offers cloud computing, cybersecurity, and business intelligence services.","484,439",,,,,,,,,,,,,European Union (EU),Active,2010-01-01,year,,11-50,,,,,,
Data Scout,https://www.crunchbase.com/organization/data-scout,"Data Scout is the leader in cloud Master Data Management. Natively built on the Force.com platform, Data Scout provides a comprehensive set of data management features including automatic data cleansing, identification and prevention of duplicates in salesforce.com, as well as the consolidation of data from external databases such as SAP, Oracle or Microsoft. With Data Scout, you can quickly implement an efficient, centralized Master Data Management system, even across a complex, heterogeneous system landscape. Data Scout is headquartered in London, UK with offices in San Francisco, CA, Columbus, OH, and Munich, Germany.","Cloud Computing, CRM, Mobile Devices, SaaS, Software",http://www.data-scout.com,"London, England, United Kingdom",Data Scout engages in the field of cloud master data management.,"484,870",,,,,,,,,,,,,,Active,2010-01-01,year,,11-50,,,,,,
Scaleforce,https://www.crunchbase.com/organization/scaleforce,"Scaleforce offers cloud infrastructure and services such us web accelerate, content delivery network, route DNS, enterprise hosting, email hosting, and eCommerce hosting solutions.","Cloud Computing, Cloud Infrastructure, Cloud Storage",https://scaleforce.net,"Strovolos, Nicosia, Cyprus",Scaleforce is a hosting company.,"485,039",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,11-50,,,,,,
eePay,https://www.crunchbase.com/organization/eepay,"eePay is an innovative point-of-sale payment terminal that unifies a fragmented industry of payment methods through palm vein pattern recognition. eePay allows any enrolled user to pull up their digital wallet of credit, debit, and loyalty cards at any participating store safely and securely without needing to carry anything but themselves! Using a combination of biometrics and a PIN, users can ""login"" to their account at the store without needing to bring their wallets anywhere.","Biometrics, Cloud Computing, Coupons, Credit Cards, E-Commerce, Finance, Payments, Point of Sale, Security",http://eepay.co,"Istanbul, Istanbul, Turkey",Biometric Wallet and POS terminal,"486,205",,,,,,,,,,,,,,Closed,2014-01-01,year,2,1-10,"Enrike Nur, Eynar Isayev",,,,,
Tokiota,https://www.crunchbase.com/organization/tokiota,"Tokiota is the Microsoft Platform that helps the customers with cloud enablement, migration and innovation. They also enable the customers to be successful with Azure.They enable Microsoft Team for the business process.","Business Intelligence, Cloud Computing, Cloud Management, Software",https://tokiota.com,"Barcelona, Catalonia, Spain","Tokiota acts ast the cloud native Microsoft Partner that provide project services, managed services and cloud licensing.","494,317",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,1,501-1000,Toni Alarcón,,,,,
BrainTribe,https://www.crunchbase.com/organization/braintribe,"Braintribe with its category-defining smart data platform “tribefire” is re-writing the playbook for data. Tribefire integrates, translates and normalizes any kind of data to make it executable, extensible and expressive. According to their motto: “To bring life to data and data to life”. Braintribe provides the technology, tools and techniques for visionary enterprises to transform their businesses into digital powerhouses. ","Big Data, Cloud Computing, Data Center, Data Integration, Information Technology, Software",http://braintribe.com,"Vienna, Wien, Austria","Braintribe brings data to life. Wherever it's stored, however it needs to be used and whoever needs to use it.","496,540",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,1,51-100,Stefan Ebner,,,,,
libsum,https://www.crunchbase.com/organization/libsum,"Libsum is an online book store available everywhere, offline, online, on your computer, your smartphone, your tablet and any device you use. Libsum is a global project for reading, writing, sharing and enjoying. It's all about books as a personal and social experience. And about you.","Big Data, Cloud Computing, Developer Tools, E-Commerce, File Sharing, Mobile, Web Development",http://www.libsum.com,"Paris, Ile-de-France, France",online book store,"499,487",,,,,,,,,,,,,European Union (EU),Active,2011-12-01,day,,1-10,,,,,,
Sleepless,https://www.crunchbase.com/organization/sleepless,,"Cloud Computing, Data Center, Information Technology",https://sleepless.ie,"Galway, Galway, Ireland","Sleepless is an online, cloud, and datacentre services company.","512,046",,,,,,,,,,,,,European Union (EU),Active,2011-01-01,year,,1-10,,,,,,
Qlouder,https://www.crunchbase.com/organization/qlouder,"We're Qlouder, we use Google's powerful cloud tools to bring you more - App Development - Machine Learning - Data Science - G Suite - Collaboration - Mobility - Coffee What do you want more of? We deliver solutions and insights that drive your business (model) forward.  Let us know if you're looking for creative input: coffee@qlouder.com Qlouder | Brings you more","Big Data, Cloud Computing, Data Integration, Internet, Machine Learning, Web Development",http://www.qlouder.com/,"Maarssen, Utrecht, The Netherlands","IT solutions you need, yet never imagined","515,481",,,,,,,,,,,,,European Union (EU),Closed,2012-01-01,year,1,11-50,Stefan Hogendoorn,,,,,
Stackmasters,https://www.crunchbase.com/organization/stackmasters,"""Stackmasters provides end to end cloud management and cloud computing services. It solutions portfolio is cloud agnostic and is focused on the reliable operations of software applications. The company provides support for all major public cloud providers including AWS, Azure and GCP; as well as consulting, professional services and training on OpenStack powered clouds. IT departments and software development teams can focus on their customers and run their workloads on infrastructure delivered as a managed service. Stackmasters delivers vendor agnostic cloud management with applied DevOps practices, open source tools and support for a wide variety of use cases including SaaS providers, mobile apps vendors and enterprise workloads with reliable operations at core. The managed services model amplifies the long technical expertise of the team with a collective pool of environments across industries, which is returned to the customers. Collaboration between the team and customers is key enabler to help their business scale as the cloud does. ""","Cloud Computing, Cloud Infrastructure, Cloud Management, IaaS, IT Infrastructure, Private Cloud, Software",http://www.stackmasters.eu/,"Athens, Attiki, Greece","Stackmasters provides cloud management and application hosting solutions for private, public and hybrid clouds.","516,649",,,,,,,,,,,,,European Union (EU),Active,2013-07-01,day,,1-10,,,,,,
Sundog Media Toolkit,https://www.crunchbase.com/organization/sundog-media-toolkit,"Sundog  Media Toolkit is an automated SaaS solution for mastering and versioning TV and movies at speed and scale. Sundog  Media Toolkit developed an automated, cloud-based platform used to create multi-format and language files for theatrical distribution and streaming platforms. Sundog  Media Toolkit Bring media source elements or packaged image, audio, subtitles, and auxiliary files into the cloud, then fire up Sundog via our powerful API - simply provide the desired output recipe and the Sundog engine does the rest. Sundog  Media Toolkit automatically analyses workflows and jobs to deploy the optimal resources for each task and continuously scales during processing. Sundog automatically keeps packaged media de-duplicated so your cloud storage usage is as efficient as possible.","Cloud Computing, Media and Entertainment, SaaS, Software",http://www.sundogtools.com,"England, Nordrhein-Westfalen, Germany",Sundog Media Toolkit is automated SaaS solution for mastering and versioning TV and movies at speed and scale.,"517,096",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,year,,11-50,,,,,,
beSharp,https://www.crunchbase.com/organization/besharp,,"Cloud Computing, Consulting, Information Technology, Professional Services",https://www.besharp.it,"Pavia, Lombardia, Italy","beSharp is an Italian Amazon Web Services (AWS) specialist. It designs, implements, and manages Cloud infrastructures and services on AWS.","519,010",,,,,,,,,,,,,European Union (EU),Active,2011-01-01,year,,11-50,,,,33828999,USD,33828999
Myndo,https://www.crunchbase.com/organization/myndo,,"Business Development, Cloud Computing, Operating Systems",https://myndo.nl/,"Tilburg, Noord-Brabant, The Netherlands",Myndo maps the business processes and looks at which ones can be automated and deploys cloud solutions to make the company more productive.,"519,304",,,,,,,,,,,,,European Union (EU),Active,2010-01-01,year,,1-10,,,,,,
Iberlayer,https://www.crunchbase.com/organization/iberlayer,,"Cloud Computing, Cyber Security, Information Technology",https://www.iberlayer.com/en/,"Madrid, Madrid, Spain",Iberlayer delivers cloud-based email protection solutions and domain security services.,"530,111",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,11-50,,,,,,
Inteca,https://www.crunchbase.com/organization/inteca,,"Business Intelligence, Cloud Computing, Consulting, IT Management, Software",http://www.inteca.pl/en/,"Wroclaw, Dolnoslaskie, Poland","Inteca is a consulting firm that specializes in IT integration, enterprise architecture, business process automation and API management.","542,129",,,,,,,,,,,,,European Union (EU),Active,2011-01-01,year,,11-50,,,,28287708,USD,28287708
