Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Novvum,https://www.crunchbase.com/organization/novvum,"A full stack software development & consulting firm experienced in building platforms, strategizing legacy migrations, harboring insights through data analysis, and solving problems one line of code at a time.","Big Data, Business Intelligence, Cloud Infrastructure, Consumer Applications, Creative Agency, Developer Tools, Geospatial, Internet, Open Source, Software",https://novvum.io,"Irvine, California, United States",A Full-Service Software Development & Consulting Firm,"252,690","2,334",,117.52%,-91.65%,56,1.54,34.11%,46.14%,-50.76%,"4,827,614","-1,947,024",-28.74%,"Greater Los Angeles Area, West Coast, Western US",Active,2015-08-04,day,1,1-10,Rohit Ravikoti,,,,,
InfStones,https://www.crunchbase.com/organization/infinity-stones,"Founded in 2018 with offices across three countries and two continents, InfStones is the world's leading blockchain infrastructure provider. Currently, InfStones provides services to large institutional clients around the globe, supporting thousands of nodes on more than 50 public blockchains through its universal platform.","Blockchain, Cloud Infrastructure, Information Technology",https://infstones.com,"Palo Alto, California, United States",InfStones provides decentralized blockchain infrastructure service on one integrated platform.,"4,527","2,225","4,029.33",-4.71%,-95.7%,0,1,0%,100%,0%,"4,903,397","176,725",3.74%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2018-01-01,year,1,11-50,Zhenwu Shi,,,,,
Nuvolex,https://www.crunchbase.com/organization/nuvolex,,"Cloud Infrastructure, Cloud Management, IT Management, Software",http://www.nuvolex.com,"Palo Alto, California, United States",Nuvolex develops a cloud management platform for service providers and IT admins to manage cloud stack.,"505,604","2,191",,,,0,1,,100%,,"4,925,230",,,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2012-01-01,year,1,11-50,Brian Hamel,,,,,
Cloudwalks,https://www.crunchbase.com/organization/cloudwalk-hosting-solution,"Cloudwalks is a leading QuickBooks Hosting provider in more than 10 countries. We have gained very rich experience in Hosted Tax and Accounting applications in a cloud environment. Cloudwalks hosts all popular accounting software, such as QuickBooks, Peachtree, Sage accounting software, etc. We at Cloudwalks host all versions of QuickBooks accounting software including Pro, Premier, Enterprise, QuickBooks Canada, and all industry-specific versions from the year 2010 onwards in a multi-user environment.","Cloud Computing, Cloud Infrastructure, Cloud Storage, Private Cloud, Web Hosting",https://www.cloudwalks.com,"New York, New York, United States",Cloudwalks is a QuickBooks hosting provider offering customized virtual office solutions.,"363,063","2,184",,,,171,1.25,,74.91%,,"4,929,231",,,"Greater New York Area, East Coast, Northeastern US",Active,2010-09-18,day,1,11-50,Michael Goldfine,,,,,
Clearspan,https://www.crunchbase.com/organization/clearspan,,"Cloud Infrastructure, Communications Infrastructure, Information Technology",https://www.clearspancloud.com/,"Plano, Texas, United States","Clearspan is a cloud communication and collaboration company that offers services to enterprises, governments, and educational institutions.","358,304","2,110",,-26.89%,153.17%,319,3,20%,33.33%,-33.34%,"4,880,987","737,531",17.8%,"Dallas/Fort Worth Metroplex, Southern US",Active,2007-01-01,year,,51-100,,,,,,
Cave Consulting,https://www.crunchbase.com/organization/cave-consulting,"Since 1992, Cave Consulting has been helping businesses, cities, counties, and schools improve their operations with creative solutions and unconventional technologies.","Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Government, GovTech, Productivity Tools, Software, Web Design",https://www.caveconsulting.com/,"Dallas, Texas, United States",Showing businesses and governments how a digital workplace can improve operations and streamline their processes using the cloud.,"840,502","2,089",,-14.53%,,0,1,0%,100%,0%,"5,007,893","374,026",8.07%,"Dallas/Fort Worth Metroplex, Southern US",Active,1992-01-01,year,2,1-10,"Ellis Cave, Todd Cave",,,,,
MOLTEN,https://www.crunchbase.com/organization/molten,"MOLTEN empowers rights holders of media content _____________ MOLTEN is a cloud platform that streamlines core operations of media and entertainment enterprises. MOLTEN digitizes and connects the myriad rights, content and licensing operations across film/TV enterprises, empowering their teams with real-time insight and automation tools to do more.  Built by a team from MIT with professionals from the industry, this state-of-the-art vertical-cloud platform hosts over 175M film and TV rights today.","B2B, Cloud Computing, Cloud Infrastructure, Cloud Storage, Digital Media, Intellectual Property, Media and Entertainment, SaaS",https://moltencloud.com,"Cambridge, Massachusetts, United States",Radically simplifying digital media operations globally,"11,126","2,059","1,737.33",-26.99%,-87.3%,8,1.29,-31.55%,70.62%,27.24%,"4,916,044","728,765",17.4%,"Greater Boston Area, East Coast, New England",Active,2018-01-01,year,1,11-50,Arjun Mendhi,,,,,
Phoenix Operations Group,https://www.crunchbase.com/organization/phoenix-operations-group,,"Analytics, Big Data, Cloud Infrastructure, Machine Learning, Software",https://phoenix-opsgroup.com,"Marriottsville, Maryland, United States","Phoenix Operations Group is a software design company that offers cloud infrastructure, big data analytics and machine learning services.","551,994","2,050",,,,0,1,,100%,,"4,924,468",,,"Greater Baltimore-Maryland Area, East Coast, Southern US",Active,2011-01-01,year,,11-50,,,,43246,USD,43246
Base22,https://www.crunchbase.com/organization/burleson-technology-group-llc,"Base22 was founded over 10 years ago with the vision to help our clients adapt themselves to the high speed digital future. Our brand promise is quality, thought leadership, transparency, creative solutions, and delivering business value to clients. We exist to build modern web solutions for our clients - to delight them with better-than-expected design, communication, and craftsmanship; to provide them contemporary tools and technology; and to provide them with better strategies and better processes for business in the digital age. As a team, we have consistently grown revenues year over year by focusing on meeting and exceeding client expectations, working with global brands like Pepsico, Cemex, UPS, Nissan, and WPS Health Solutions. Our digital projects have been recognized by organizations such as Ragan, IABC, Marcom, and HBR/McKinsey. We specialize in Digital Transformation, digital solutions for large and complex environments, enterprise portals, intranets, digital experience platforms, web applications & mobile apps.","Cloud Infrastructure, Contact Management, E-Commerce Platforms, IT Infrastructure, Management Information Systems, Mobile Apps, Online Portals, Software, UX Design, Web Apps",http://base22.com,"Richardson, Texas, United States",Digital consulting firm. We create and deliver digital solutions for large and complex environments to propel business value.,"217,055","2,044",,-39.44%,,201,1.25,24.76%,75.24%,-24.76%,"4,933,890","1,075,738",27.88%,"Dallas/Fort Worth Metroplex, Southern US",Active,2007-09-10,day,1,101-250,Cody Burleson,1,,595318,USD,595318
Accelerite,https://www.crunchbase.com/organization/accelerite,"Accelerite’s software suite of cloud, IoT solutions and advanced endpoint management make it easy for enterprises to simplify and secure today’s complex, ever-evolving infrastructure. Fortune 500s, SMEs, operators, service providers and VARs around the world rely on Accelerite products to secure connected enterprises from a single pane view, quickly and easily build private and public enterprise clouds, and bring connected things to life with rapid IoT service creation and enrichment. With headquarters in Silicon Valley, Accelerite is a wholly owned business of Persistent Systems (BSE & NSE: PERSISTENT), a leader in software product development and technology services.","Big Data, Cloud Data Services, Cloud Infrastructure, Enterprise Software, Internet of Things, Predictive Analytics, SaaS, Software, Telecommunications",https://accelerite.com/,"Santa Clara, California, United States","Accelerite’s software suite of cloud, IoT solutions & advanced endpoint management enable enterprises to simplify & secure infrastructure.","217,834","2,037",,257.37%,,0,1,-81.42%,100%,,"5,045,738","-2,928,164",-36.72%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2012-01-01,year,1,251-500,Nara Rajagopalan,2,,106908,USD,106908
Lyrid,https://www.crunchbase.com/organization/lyrid,"Lyrid is a multi-cloud infrastructure as a service (IaaS) provider that makes developing new cloud native solutions easier and more affordable. As a vendor-agnostic cloud platform, Lyrid utilizes data, machine learning and user policies to wrap, deploy and execute the applications seamlessly between all the public clouds. The Lyrid platform is available in free/hobbyist and Pro versions and is designed for organizations of all sizes, from startup to enterprise. All users enjoy a variety of tools, data, analytics, redundancy and automation that make going to market globally with cloud native apps more efficient. With Lyrid, enterprises can innovate more affordably, increase cloud vendor flexibility, and test new ideas without disruption to their existing processes.","Cloud Computing, Cloud Infrastructure, Cloud Management, Information Technology, Private Cloud, SaaS",https://www.lyrid.io,"San Jose, California, United States","Build, Deploy, and Manage Multi-Cloud Platform","25,137","2,025","2,475.83",113.16%,-7.69%,12,2.01,33.26%,85.63%,14.57%,"4,946,419","-1,642,708",-24.93%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2019-10-04,day,2,11-50,"Handoyo Sutanto, Simon Loo",,,,,
d-Matrix,https://www.crunchbase.com/organization/d-matrix,d-Matrix is a computing platform designed to target artificial intelligence inferencing workloads in the data center. Its mission is to build and deploy the world’s first brain-inspired AI compute engine for a broad class of inferencing workloads in the multi-billion dollar cloud and infrastructure edge markets.,"Artificial Intelligence, Cloud Infrastructure, Data Center",https://www.d-matrix.ai/,"Santa Clara, California, United States",d-Matrix is a computing platform designed to target artificial intelligence inferencing workloads in the datacenter.,"7,698","2,004","2,982.33",-10.77%,182.22%,127,3.76,74.74%,0%,43.46%,"5,070,284","276,214",5.76%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2019-01-01,year,2,11-50,"Sid Sheth, Sudeep Bhoja",,,,,
Electric Fly,https://www.crunchbase.com/organization/electric-fly,"Founded in 1994, Electric Fly is a full-service web management and marketing company with a breadth of online experience and an established track record of success across a variety of industries. From startups to enterprise, we’ve helped businesses around the world get started on the web, then grow to sustainability and beyond in an increasingly competitive environment. The Electric Fly platform provides first class, end-to-end construction and management of your website and eCommerce business. We do it all: web design and development, optimized hosting, domain name and e-mail management, eCommerce stores, a full suite of digital marketing services (SEO, PPC, Social Media) and so much more. Electric Fly simplifies your business, decreases expenses and increases productivity for employees by streamlining your web operations under one roof.","Cloud Infrastructure, E-Commerce, Internet, Marketing, Web Design, Web Development, Web Hosting",https://electricfly.com,"Tampa, Florida, United States","Full-service web development, management and marketing.","1,113,077","1,992",,21.46%,,0,1,0%,100%,0%,"5,080,934","-386,971",-7.08%,"Tampa Bay Area, East Coast, Southern US",Active,1994-10-17,day,1,11-50,Chris Fuller,,,,,
Sayers,https://www.crunchbase.com/organization/sayers,"Sayers creates the perfect fusion of personalized IT solutions designed to meet the exact needs of your business and the dedication to go above and beyond to provide you with unwavering support. They believe success starts by building strong relationships with their clients that are founded on trust, honesty, and respect. With those relationships in place, their team of engineers applies their knowledge and experience to diagnose a problem, design and build the appropriate strategy, and manage the implementation process to completion.","Cloud Infrastructure, Cloud Security, Cyber Security, Data Storage, Identity Management, Network Security, Penetration Testing, Software, Virtualization, Wireless",http://www.sayers.com,"Vernon Hills, Illinois, United States",Sayers creates the perfect fusion of personalized IT solutions designed to meet the exact needs of your business.,"194,682","1,990","3,626.17",-27.53%,"3,342.5%",276,4.96,396.18%,11.96%,-88.04%,"4,970,871","722,446",17.01%,"Greater Chicago Area, Great Lakes, Midwestern US",Active,1984-01-01,year,1,101-250,Gale Sayers,,,1109976,USD,1109976
"FlashGrid, Inc.",https://www.crunchbase.com/organization/flashgrid,"At FlashGrid we make database infrastructure simple, fast, and highly available. FlashGrid engineered cloud systems and Storage Fabric software enable organizations to keep full control of their backend databases while achieving the best performance and uptime SLA, whether it is in a public cloud, in a private cloud, or on premises.","Cloud Computing, Cloud Infrastructure, Database, Software",https://www.flashgrid.io/,"Sunnyvale, California, United States",Database Infrastructure Simplified,"181,414","1,980","4,377.17","16,400%",-79.25%,0,1.01,0.91%,99.09%,-0.91%,"5,089,970","-5,337,942",-51.19%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2015-01-01,year,2,11-50,"Alex Miroshnichenko, Art Danielov",,,150236,USD,150236
Chainstarters,https://www.crunchbase.com/organization/chainstarters,"Chainstarters is an optimized cloud infrastructure helping the development community save time and money as they build and scale innovative technologies. We are driven to knock down obstacles that limit creativity, and our platform empowers software developers to deliver revolutionary outcomes.  Chainstarter’s proprietary solution removes the need for dev-ops altogether, and it streamlines and bundles the technologies we know and love. The outcome? Agencies and engineers are saving up to 75% in development costs while decreasing the product development lifecycle by over 50%.","Cloud Infrastructure, Developer Platform, Software",https://chainstarters.com/,"Portland, Oregon, United States",An optimized cloud infrastructure helping the development community save time and money as they build and scale innovative technologies.,"170,287","1,914",,157.26%,,1,1.09,9.09%,90.91%,-9.09%,"5,146,408","-2,339,998",-31.26%,"West Coast, Western US",Active,2020-11-01,month,1,1-10,Mike Berson,,,,,
BTS Software Solutions,https://www.crunchbase.com/organization/bts-software-solutions,We hire people who are smart and passionate about technology and improving our communities with our products. We enjoy spending time together and operate like a close group of friends working toward a common goal. This keeps our energy levels high and our processes fast and efficient. We know that our employees keep good company and we encourage them to recruit their friends and family.,"Cloud Infrastructure, Software, Web Development",http://www.unleashbts.com,"Columbia, Maryland, United States","BTS Software Solutions (S2) focuses primarily on the development, implementation and management.","88,429","1,912",,-61.3%,,0,1,0%,100%,0%,"5,147,865","1,723,932",50.35%,"Greater Baltimore-Maryland Area, East Coast, Southern US",Active,2011-01-01,year,1,11-50,Craig Cummings,1,,1472453,USD,1472453
ScaleCapacity,https://www.crunchbase.com/organization/scalecapacity,,"Cloud Data Services, Cloud Infrastructure, Cloud Management, Consulting",https://www.scalecapacity.com/,"Hollywood, South Carolina, United States","ScaleCapacity is an IT firm that designs, builds, and optimizes AWS cloud migration and offers consulting services.","574,937","1,907",,179.62%,,0,1,0%,100%,0%,"5,033,054","-1,907,758",-27.49%,"East Coast, Southern US",Active,2017-01-01,year,,11-50,,,,,,
String,https://www.crunchbase.com/organization/joinstring,,"Cloud Infrastructure, Messaging, Professional Services, Social Network, Software",https://joinstring.com,"San Francisco, California, United States",String is a software company that offers a cloud-based direct phone line and messaging solution for business texting and calling.,"157,585","1,873",,,,0,1,,100%,,"5,187,900",,,"San Francisco Bay Area, West Coast, Western US",Active,2016-01-01,year,3,1-10,"Leonard Chung, Meral Arik, Zac Choi",,,,,
Cortex Labs,https://www.crunchbase.com/organization/cortex-dev,Cloud native model serving infrastructure for machine learning engineering teams.,"Cloud Infrastructure, Machine Learning",https://cortex.dev,"San Francisco, California, United States",Cloud native model serving infrastructure for machine learning engineering teams.,"153,947","1,872","2,371.83",51.7%,"1,000%",0,1,-68.75%,100%,275.09%,"5,188,560","-1,367,861",-20.86%,"San Francisco Bay Area, West Coast, Western US",Active,,,2,1-10,"David Eliahu, Omer Spillinger",,,,,
Verdant Services,https://www.crunchbase.com/organization/verdant-services,Verdant Services delivers IT solutions along with consulting that helps clients unlock ideas and evolve the business and the needs.,"Cloud Infrastructure, Consulting, IT Management, Software Engineering",https://www.verdantservices.com/,"Southlake, Texas, United States",Verdant Services delivers IT solutions along with consulting that helps clients unlock ideas and evolve the business and the needs.,"257,512","1,861",,,,21,2,,0%,,"5,199,664",,,"Dallas/Fort Worth Metroplex, Southern US",Active,2009-01-01,year,1,101-250,Andrew May,,,519762,USD,519762
Avea Solutions,https://www.crunchbase.com/organization/avea-solutions,"Avea Solutions provides a revenue cycle management platform focused on improving the outcomes of behavioral health treatment programs. The company is built on the premise that leveraging technology, proactive analysis, and amazing customer service can and will provide behavioral health institutions with the most effective and efficient set of health care revenue cycle management tools and services. The company was founded in 2011 and is based in Portland, Oregon.","Analytics, Cloud Infrastructure, Health Care, Information Technology, Software",https://www.aveasolutions.com/,"Portland, Oregon, United States",Avea Solutions provides a revenue cycle management platform focused on improving the outcomes of behavioral health treatment programs.,"228,063","1,748",,2.4%,,15,2,100%,0%,0%,"5,462,452","213,454",4.07%,"West Coast, Western US",Active,2011-01-01,year,1,11-50,Ben Dittman,,,,,
OPTIMOZ,https://www.crunchbase.com/organization/optimoz,"OPTIMOZ is a digital transformation company that enables enterprises and federal agencies to accelerate development and delivery of applications that engage customers and drive revenue. Our mission is simple - Empower customers to increase their delivery capabilities with the effective and efficient use of the technology. OPTIMOZ specializes in all aspects of Cloud Computing, DevSecOps, Continuous Integration/Continuous Delivery and Application Development leveraging on microservices and API architecture. OPTIMOZ has successfully helped its customers refactor and migrate applications to Amazon AWS Cloud and Container platforms like Kubernetes and OpenShift. We have setup state of the art Agile DevSecOps development processes including CI/CD that allow our customers to deploy application releases on a zero downtime bases. OPTIMOZ is also an AWS Advanced Consulting Partner - https://aws.amazon.com/partners/find/partnerdetails/?n=Optimoz%2C%20Inc&id=001E000000gL4GhIAK","Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Security, Developer Platform, Enterprise Software, Network Hardware, Software",https://optimoz.com,"Rockville, Maryland, United States",OPTIMOZ is a digital transformation company that enables organizations to accelerate development and delivery of applications.,"79,504","1,730",,,,1,1.28,,72.25%,,"5,224,196",,,"Washington DC Metro Area, East Coast, Southern US",Active,2013-01-01,year,1,11-50,Naresh Patel,4,39,,,
Monarch,https://www.crunchbase.com/organization/monarch-67b6,"Monarch is a provider of cloud-based business solutions and GPS technology for equipment and vehicles. The company specializes in dash cameras, access control, GPS tracking, and machine learning security cameras. Monarch was founded in 2017 by Chase Gonzales and is headquartered in San Francisco, California.","Artificial Intelligence, Cloud Infrastructure, Machine Learning, Security",https://www.monarchconnected.com,"San Francisco, California, United States",Monarch is a provider of cloud-based business solutions and GPS technology for equipment and vehicles.,"220,422","1,693","5,907",-70.05%,-98.8%,4,2,-14.28%,0%,-33.33%,"5,266,547","2,399,946",83.72%,"San Francisco Bay Area, West Coast, Western US",Active,2017-01-01,year,1,11-50,Chase Gonzales,,,,,
Click2Cloud Inc,https://www.crunchbase.com/organization/click2cloud-inc,"Click2Cloud Inc. provides automated solutions for assessment and migration including ( Infra, Cost, orchestration ) using AI and ML technology through its trademarked products (Clouds Intel and Clouds Brain.) Company HQ based out of India and branch offices in Seattle(WA), Beijing China, Canada, and Hong Kong with employs 150+ professionals including full-time and contract personnel's in engineering development centers across the globe.","Artificial Intelligence, Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Information Technology, Private Cloud, Software",https://www.click2cloud.com/,"Redmond, Washington, United States",Multicloud management company,"185,816","1,669","2,279",46.66%,-85.88%,25,2.16,-27.84%,32.71%,30.84%,"5,297,021","-1,025,591",-16.22%,"Greater Seattle Area, West Coast, Western US",Active,2017-08-10,day,1,251-500,Prashant Mishra,,,,,
VIOLIN systems,https://www.crunchbase.com/organization/violin-systems-llc,"Violin, the disruptive innovator in Extreme Performance Storage, is revolutionizing how businesses operate by enabling storage technology to be Instrumental to their company by changing the SLAs and capabilities of information and application storage infrastructure. Violin extreme storage platforms, powered by Concerto OS™, a fully integrated storage operating system, is the industry leader in the combination of every significant category measured in all-flash arrays: low latency, reliability, affordability, density, scalability, and of course extreme performance. With tightly integrated data services, Violin storage platforms provide a unique and leading combination of data protection, business continuity, and data reduction services in a flexible, delivering significant CAPEX and OPEX savings. Violin Systems is headquartered in San Jose, California. Violin Memory, founded in 2005 was acquired in 2017 by Quantum Partners LP, a private investment fund managed by Soros Fund Management LLC, fueling the emergence of new Violin Systems.","Cloud Infrastructure, Cloud Storage, Data Center, Virtualization",https://violinsystems.com,"Colorado Springs, Colorado, United States",VIOLIN is an extreme storage platforms that enables storage technology to be Instrumental to companies.,"199,422","1,668","1,411.67",-2.63%,-78.26%,0,1,0%,100%,0%,"5,555,183","312,717",5.97%,Western US,Active,2005-01-01,year,,51-100,,,,,,
Perfecta,https://www.crunchbase.com/organization/perfecta-1926,"Perfecta delivers secure Unified Communications as a Service (UCaaS), Cyber Solutions and Virtual Private Clouds that support the transition into today's net-centric world.","Cloud Infrastructure, Cloud Security, Internet, PaaS, Private Cloud, SaaS, Security, Telecommunications, Unified Communications, Video Conferencing",https://www.perfecta.com/,"Springfield, Virginia, United States","EPaaS , Cybersecurity, Secure UCaaS, and Cloud-based Virtual Private Network","242,159","1,659",,1.53%,-82.68%,21,4,300%,0%,0%,"5,566,207","-129,049",-2.27%,"Washington DC Metro Area, East Coast, Southern US",Active,2008-01-01,year,1,51-100,George Zoulias,1,,,,
Pertino,https://www.crunchbase.com/organization/pertino,"The unstoppable forces of mobile and cloud are transforming IT and making the Internet the new WAN. Pertino enables enterprises to build and manage private cloud networks that overlay the public Internet and extend visibility, security and control to workforces and workloads everywhere.  The Pertino Cloud Network Engine platform powers the company's network-as-a-service offering—combining the power and persuasiveness of the cloud with network virtualization, Software-Defined Networking (SDN) and Network Service Virtualization (NSV).  Pertino is an entirely new way to WAN that lets IT organizations build and manage private virtual networks over the Internet, securely connecting people and resources anywhere. IT admins can add virtual network services from the AppScape app store to extend the security, visibility and control of their Pertino cloud networks with just a few clicks. Today, over 5,000 customers have used Pertino's Cloud Network Engine to build cloud networks spanning over 70 countries around the world, from Iceland to Australia. Headquartered in Los Gatos, California, Pertino is a venture-backed company funded by Norwest Venture Partners (NVP), Lightspeed Venture Partners and JAFCO Ventures, with private investments from a number of network industry luminaries.","Cloud Infrastructure, Cloud Security, Enterprise Software, Infrastructure, Mobile, Network Security, Security",http://www.pertino.com,"Los Gatos, California, United States",Pertino enables enterprises to build private cloud networks that overlay the public internet and workloads everywhere.,"63,837","1,640",,-86.2%,,485,2,100%,0%,,"5,650,738","3,781,975",202.38%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2011-09-01,day,4,51-100,"Andrew Mastracci, Craig Elliott, Michael Cartsonis, Scott Hankins",1,,,,
Simplefusion,https://www.crunchbase.com/organization/simplefusion-inc,,"Cloud Infrastructure, Information Technology, IT Infrastructure, Software",https://www.simplefusion.com,"Baton Rouge, Louisiana, United States","Simplefusion is an IT company that provides installation of network infrastructure, security, software and remote assistance services.","1,656,452","1,640",,,,5,2,,0%,,"5,432,257",,,Southern US,Active,2003-01-01,year,,11-50,,,,96523,USD,96523
Structure,https://www.crunchbase.com/organization/structure,,"Cloud Computing, Cloud Infrastructure, Developer Tools, PaaS",https://structure.sh,"Ann Arbor, Michigan, United States","Instant, automated cloud deployments.","103,744","1,638",,,,0,1,,100%,,"5,719,199",,,"Great Lakes, Midwestern US",Active,2017-01-01,year,2,1-10,"Chening Duker, Janum Trivedi",,,,,
Lemacks Media,https://www.crunchbase.com/organization/lemacks-media-llc,"Lemacks Media offers business solutions including: Web Design/Development, Web Hosting, Productivity Solutions like Google © G Suite © and more. Learn how you can manage your businesses website and SEO assets with Lemacks Media!","Business Information Systems, Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Google, SEO, Web Development, Web Hosting",https://lemacksmedia.com,"Winnabow, North Carolina, United States",World's Leading Web Developer | Web Designer | Hosting Company | Solutions Provider,"844,717","1,638",,152.39%,,92,7,600%,0%,0%,"5,900,304","-1,867,218",-24.04%,"East Coast, Southern US",Active,2017-01-01,day,1,1-10,Andrew Lemacks,,,,,
DeepNet,https://www.crunchbase.com/organization/deepnet,,"Cloud Infrastructure, Information Technology, VoIP",https://www.deepnet.com,"Santa Rosa, California, United States","DeepNet expertise in server infrastructure, enterprise network architecture, workstation strategy and VoIP system management.","760,277","1,611",,-37.24%,,0,1,0%,100%,0%,"5,725,406","1,347,790",30.79%,"San Francisco Bay Area, West Coast, Western US",Active,1999-01-01,year,,11-50,,,,,,
Startup Recipes,https://www.crunchbase.com/organization/startup-recipes,,"Business Development, Cloud Infrastructure, Digital Marketing, Marketing",https://productrecipes.com,"New York, New York, United States",Startup Recipes is a cheat sheet that helps entrepreneurs find product-market fit by building minimum viable products right.,"519,956","1,610","8,871.5",-57.94%,367.57%,0,1,-14.38%,100%,11.26%,"5,998,180","2,187,784",57.42%,"Greater New York Area, East Coast, Northeastern US",Active,2017-01-01,year,,1-10,,,,,,
RKON,https://www.crunchbase.com/organization/rkon-technologies,"Since 1998, RKON has delivered IT Transformation helping private equity and enterprise firms achieve Quiet IT from vision to execution. We believe IT should seamlessly serve the business strategy versus getting in the way of execution. Our team at RKON has developed a refined approach, through years of experience, that delivers a clear vision of a scalable, agile, secure, cost optimized and low risk end state. To achieve this end state, RKON provides IT solutions in three stages, first building an advisory practice that sends the strategy in the right direction, an execution practice ensuring that vision is turned into reality and a management practice the keeps the vision on track as IT evolves to serve the business.   ​ Because of our record in providing best-in-class IT solutions and our staff of respected and extremely knowledgeable professionals, RKON has been recognized by Crain’s Fast Fifty, CRN Growth 150, Inc. 5000 and Inc. Magazine’s list of 500 fastest-growing private companies. RKON’s trusted advisors deliver strategic guidance, advanced technical knowledge and realistic assessments to give your organization the competitive advantage it requires in today’s environment of rapidly evolving technologies. Here at RKON, we understand that our client’s success starts with our organizational cohesion. Recognized by Computerworld as one of the 100 Best Places to Work in IT, RKON is focused on developing an organization that fosters creativity, innovation and cooperation across all levels. This approach plays an integral role in providing our clients the quality IT solutions they require. We encourage and reward an environment that promotes imagination, innovation and collaboration – where our intelligent IT solutions grow from the bright minds of the RKON team. Build your organization’s IT infrastructure with RKON and realize the unrestricted possibilities of Quiet IT.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Cyber Security, Information Technology, IT Infrastructure, IT Management",https://www.rkon.com,"Chicago, Illinois, United States","Since 1998, RKON has delivered IT Transformation helping private equity and corporations achieve Quiet IT from vision to execution.","204,272","1,607",,-31.21%,45.16%,45,2,51.69%,0%,,"6,001,087","1,274,800",26.97%,"Greater Chicago Area, Great Lakes, Midwestern US",Active,1998-01-01,year,3,101-250,"Jeff Mullarkey, Marc Maliza, Marc Maliza",,,1849958,USD,1849958
Pipekit,https://www.crunchbase.com/organization/pipekit,"Pipekit scales data pipelines for enterprises by managing Argo Workflows for data teams. The company provides tools such as data pipeline management, Kubernetes management, resource cost controlling, built-in loggings, multi-cluster workflows management, and built-in docker registry management.","Cloud Infrastructure, Information Technology, Infrastructure, Software",https://pipekit.io,"Atlanta, Georgia, United States",Pipekit scales data pipelines for enterprises by managing Argo Workflows for data teams.,"63,707","1,604",,142.3%,,0,1,0%,100%,0%,"5,736,404","-1,237,652",-17.75%,"Greater Atlanta Area, East Coast, Southern US",Active,2020-01-01,year,2,1-10,"Caelan Urquhart, J.P. Zivalich",,,,,
QuarkXR,https://www.crunchbase.com/organization/quarkxr,QuarkXR is a deep tech company building out the XR (AR/VR) Cloud Platform for 5G and Edge Computing. We're developing the Cloud Streaming Platform that enables the next generation Immersive Computing on mobile devices.,"Apps, Augmented Reality, Cloud Computing, Cloud Infrastructure, Software, Virtual Reality",http://www.quarkxr.com,"San Francisco, California, United States",QuarkXR is a deep tech company building out the XR  Cloud Platform for 5G and Edge Computing.,"73,234","1,590","1,885.83",126.82%,-87.5%,5,1.45,-27.45%,84.97%,6.54%,"6,023,706","-1,559,386",-20.56%,"San Francisco Bay Area, West Coast, Western US",Active,2016-01-01,day,2,1-10,"Georgi Georgiev, Krasimir Nikolov",,,,,
Ombu,https://www.crunchbase.com/organization/ombu-6b6e,"Ombu designs and builds web technologies. They usually develop custom web applications, enterprise content management systems, and cloud infrastructure solutions. The firm designs and builds modern websites, content management systems that give clients complete control of their digital engagement and messaging platforms, are easy for customers to use and are built to adapt quickly to evolving business and marketing needs.","Cloud Infrastructure, Contact Management, UX Design, Web Design",https://ombu.dev/,"Portland, Oregon, United States",Ombu is a web technology company.,"864,682","1,564",,5.53%,220%,16,2,0%,0%,,"5,793,189","117,853",2.08%,"West Coast, Western US",Active,2009-01-01,year,1,11-50,Martin Rio,,,,,
